age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,target
92,0,11,6,0,4,2,0,0,0,45,1
34,5,11,4,6,4,4,1,0,0,50,0
21,4,9,4,7,3,4,0,0,0,40,1
41,6,14,2,12,0,4,1,0,0,50,1
54,1,0,2,5,0,4,1,0,0,35,1
62,1,11,2,4,0,4,1,0,0,30,0
66,4,11,6,3,4,4,1,0,0,24,0
42,4,15,0,1,1,4,1,0,0,91,0
30,4,11,4,6,5,4,1,0,0,40,1
22,4,7,4,6,3,4,1,0,0,50,1
30,4,15,4,8,3,4,1,0,0,95,1
50,4,11,0,3,1,2,1,57,0,40,1
20,0,15,2,0,0,4,0,0,0,90,1
32,4,15,2,3,0,4,1,0,0,50,1
22,4,15,4,7,1,1,1,0,0,35,0
24,4,11,4,12,3,4,1,0,0,50,1
77,4,11,0,7,4,1,0,0,0,12,1
26,2,13,4,1,1,2,1,0,0,40,1
15,4,7,2,4,0,4,1,0,0,40,0
21,4,9,5,7,4,4,1,0,0,40,1
2,4,11,2,3,0,4,1,0,0,40,0
39,4,11,2,4,0,1,1,0,0,40,1
57,2,14,4,1,1,4,1,0,0,50,0
38,4,15,4,4,1,4,1,0,0,45,1
95,4,15,0,12,1,2,0,0,0,40,1
46,4,1,2,8,0,4,1,0,0,40,0
36,4,11,2,6,5,4,1,0,0,20,0
41,4,4,2,4,0,4,1,0,0,40,1
20,4,15,6,8,1,4,0,0,0,40,1
29,4,12,2,3,5,2,0,80,0,58,1
64,4,15,2,1,0,0,1,0,0,10,1
77,4,11,2,3,0,4,1,0,0,40,0
42,4,7,2,3,0,4,1,0,0,40,1
23,4,14,4,12,4,2,1,0,0,29,1
13,6,9,0,8,1,4,0,0,0,11,1
20,0,15,0,0,1,4,0,0,0,6,1
43,2,9,2,10,0,4,1,0,0,40,1
50,4,11,0,14,1,2,1,63,92,28,1
18,4,11,2,1,0,4,0,0,0,66,0
58,1,11,5,5,1,4,1,0,0,40,1
43,6,9,5,3,1,3,1,0,0,30,1
27,2,15,4,9,1,4,1,0,0,30,1
78,4,15,0,10,1,4,1,0,0,71,0
46,4,11,4,12,1,4,1,0,0,40,1
66,4,12,2,10,0,4,1,0,0,20,1
37,4,11,2,3,0,2,1,0,0,35,1
27,0,11,4,0,1,4,0,0,0,35,1
85,4,4,0,4,4,4,1,0,0,40,1
87,6,11,4,10,3,4,1,0,0,40,1
80,4,12,2,12,0,4,0,0,0,40,1
50,4,11,0,3,1,4,1,0,0,40,1
34,4,11,2,1,0,4,1,0,0,50,1
24,4,11,5,12,3,4,1,0,0,40,0
50,4,13,2,14,0,4,1,20,92,40,1
29,4,3,2,8,0,4,1,55,0,40,0
75,0,0,6,0,1,4,1,0,0,40,1
44,7,3,0,8,1,4,1,0,0,40,0
30,4,12,0,10,2,4,0,0,0,50,0
47,4,11,4,10,1,4,1,0,0,40,1
28,4,15,2,1,0,4,1,0,0,40,1
24,4,11,0,1,1,4,1,0,0,40,1
47,1,15,6,11,1,3,1,0,0,40,0
71,4,9,2,8,0,4,0,0,0,40,1
40,6,11,4,10,1,4,1,0,0,45,1
84,4,11,2,8,0,4,0,0,0,40,1
52,4,11,2,8,0,4,0,0,0,70,1
58,0,11,2,0,0,4,1,0,0,50,1
51,7,1,5,10,3,4,1,0,0,40,0
86,6,2,2,12,0,4,0,0,0,40,1
33,4,11,4,14,1,2,0,0,92,76,1
94,7,15,2,10,0,4,0,0,0,40,0
38,4,15,4,4,3,4,1,0,0,45,1
23,6,8,2,10,0,4,1,0,0,50,1
3,4,15,5,12,4,4,0,0,0,45,1
17,4,9,2,3,0,2,1,5,0,40,1
74,4,0,2,12,0,4,1,0,0,30,1
41,7,9,4,12,3,4,1,0,0,86,1
52,4,15,0,7,1,2,0,0,0,40,0
20,2,15,0,11,1,4,0,0,0,62,1
81,4,11,2,12,0,4,1,0,0,50,1
33,4,8,4,4,1,2,1,83,0,35,0
22,4,15,4,7,3,4,1,0,0,88,0
71,6,15,2,3,0,4,1,0,0,40,1
42,4,7,4,12,3,4,1,0,0,35,1
65,4,9,2,10,0,4,0,0,0,82,1
32,4,4,4,6,3,4,0,0,0,40,1
76,4,11,2,12,0,4,0,0,0,20,1
40,4,11,2,7,0,4,1,0,0,40,1
46,4,11,4,8,3,4,1,0,0,60,1
57,4,12,5,1,1,4,1,0,0,50,0
51,4,9,4,10,3,0,1,0,0,60,1
27,0,15,3,0,2,4,1,0,0,35,1
39,1,9,4,14,3,4,0,0,0,60,1
20,4,15,6,14,1,4,0,0,0,72,1
39,4,9,2,14,0,4,0,0,0,40,1
33,4,8,0,4,4,2,1,0,0,50,1
23,7,15,4,10,4,2,1,0,0,3,1
74,4,11,2,3,0,4,1,0,0,40,1
56,2,6,2,7,0,4,1,0,0,42,1
32,4,11,1,3,4,4,0,0,0,50,1
14,4,9,4,13,3,4,1,0,0,20,1
88,4,15,2,7,0,4,1,0,0,50,1
4,4,15,2,10,0,4,1,0,0,60,1
57,4,14,0,1,2,4,1,0,0,50,1
69,4,9,2,7,0,4,1,0,0,7,1
51,4,10,3,1,2,3,0,0,0,60,0
27,4,6,4,7,3,4,1,0,0,45,1
72,6,11,4,10,3,4,0,0,0,21,0
12,4,11,2,1,5,4,1,0,0,35,1
20,0,15,4,0,1,4,0,0,0,40,1
23,4,11,2,5,0,4,1,0,0,8,1
48,4,14,2,1,0,4,1,0,0,35,1
42,5,11,4,5,1,4,1,0,0,20,1
41,4,11,2,5,0,4,1,0,0,40,0
3,0,9,2,0,5,4,0,0,0,92,1
26,4,11,4,14,3,4,1,0,92,5,0
47,4,9,6,3,1,4,0,0,92,45,1
58,4,12,0,10,1,4,1,0,0,91,1
81,4,11,4,3,3,4,1,0,0,1,1
95,4,11,4,12,3,4,0,0,0,75,1
27,0,13,4,0,3,4,0,0,0,60,1
37,1,11,2,3,0,4,1,0,0,20,0
50,4,11,2,12,0,4,1,11,0,40,1
55,0,11,2,0,0,4,1,0,0,10,1
24,4,15,4,3,1,4,1,0,0,30,1
5,1,9,0,4,4,4,1,0,0,40,0
28,4,9,2,10,0,4,1,0,0,40,1
40,4,8,2,4,0,4,1,0,0,40,1
59,4,9,4,10,3,4,1,0,0,59,0
82,4,11,2,4,0,4,1,0,0,40,0
39,4,7,4,14,1,4,1,0,0,77,1
29,4,7,0,8,1,4,1,62,0,40,1
48,4,14,0,1,4,4,1,0,0,40,1
40,4,9,0,10,4,4,1,0,0,35,1
29,4,7,4,8,2,4,0,52,0,50,1
41,1,12,2,4,0,4,1,0,0,60,0
66,4,11,0,4,1,4,0,69,0,78,1
34,7,10,4,6,1,4,1,0,0,50,1
39,4,15,4,14,1,4,1,0,0,40,1
21,4,15,4,10,3,3,1,0,77,40,1
25,4,11,4,3,3,4,1,0,0,40,1
68,4,9,2,4,0,4,1,0,0,40,1
5,4,7,4,7,3,2,1,0,0,54,0
97,4,9,0,12,1,2,1,0,0,40,1
4,4,13,6,12,1,4,0,0,0,58,0
36,4,9,2,12,0,4,1,0,0,40,1
73,4,9,0,13,4,4,0,0,0,40,1
22,4,15,4,8,3,4,0,0,0,42,0
27,4,9,4,14,1,4,1,0,0,30,1
27,7,9,4,0,1,4,0,0,0,40,1
20,4,7,4,8,5,1,0,0,0,54,0
44,4,9,4,12,4,4,1,92,0,40,1
33,4,11,4,4,3,4,0,0,0,40,1
39,1,9,4,4,3,1,1,0,0,40,1
85,4,6,2,4,0,4,0,0,0,40,1
20,4,15,2,8,5,4,1,0,0,40,1
44,4,8,5,8,0,4,1,70,0,40,1
33,4,11,2,14,0,4,1,0,0,40,0
59,4,11,2,8,0,4,1,0,0,40,1
44,4,8,4,6,3,4,1,64,39,40,1
40,4,9,2,7,0,4,1,0,0,45,0
17,6,15,2,3,0,2,1,0,0,40,0
32,4,15,3,3,4,4,1,0,0,40,1
37,4,15,2,3,0,4,1,0,0,20,1
49,4,9,2,12,0,4,0,0,0,30,1
40,6,8,0,12,1,4,1,0,0,45,1
33,4,12,4,14,1,4,1,0,0,50,0
15,4,9,2,8,0,2,1,0,0,40,0
55,4,11,6,12,2,4,1,0,0,18,1
40,4,9,2,4,0,4,1,0,0,45,1
22,4,15,4,7,5,4,0,20,0,67,1
72,4,15,2,14,0,3,1,0,0,40,0
30,4,11,2,6,5,4,1,0,0,50,1
45,4,9,2,8,0,2,0,0,0,91,1
19,4,1,0,7,1,4,0,58,0,40,1
77,4,11,2,12,0,4,0,0,0,57,0
22,4,15,4,8,1,4,0,0,0,40,0
50,4,11,0,7,1,4,1,0,0,95,1
41,4,12,2,4,0,4,1,0,0,40,1
5,4,15,0,12,2,4,1,0,0,50,1
62,4,11,2,4,0,4,1,0,0,91,0
19,4,15,4,12,1,4,0,0,0,20,1
76,4,14,2,5,0,4,0,0,0,64,1
31,2,15,0,1,1,4,0,0,0,35,1
87,4,11,2,7,0,4,1,0,0,30,1
27,4,11,4,7,1,4,1,0,0,60,1
22,4,15,4,7,1,1,1,0,0,20,0
93,7,11,6,1,1,4,0,0,0,40,1
46,4,1,4,6,3,4,1,0,0,40,0
54,5,11,4,4,3,4,1,0,0,40,1
93,4,9,2,7,0,0,0,0,0,50,0
33,4,12,2,4,0,2,1,0,0,40,1
37,1,10,2,4,0,4,1,0,0,50,1
24,4,15,2,12,0,4,1,0,0,78,1
44,4,1,0,12,1,4,1,0,73,80,1
84,5,1,2,5,0,4,1,0,0,40,0
4,4,14,0,4,1,4,1,0,0,31,1
47,4,6,2,10,0,4,0,0,0,40,1
42,4,15,4,10,1,4,0,0,0,40,1
5,6,10,2,12,0,4,0,0,0,40,1
27,4,9,4,7,3,4,1,0,0,24,1
36,6,11,0,12,4,4,1,0,0,40,0
26,4,15,4,14,1,4,1,0,0,45,1
38,4,9,2,7,0,4,1,0,0,45,1
37,5,15,2,4,0,4,1,0,0,50,0
56,4,0,2,12,0,4,1,0,0,27,1
54,4,11,2,7,0,4,1,0,0,40,1
43,4,11,2,12,0,2,1,0,0,16,1
51,4,9,2,10,0,3,1,0,0,40,0
25,4,11,0,10,1,4,1,0,0,40,1
25,5,8,4,10,1,4,1,0,0,40,1
35,4,9,2,12,0,4,1,0,0,40,1
44,4,11,2,12,0,4,1,0,0,20,1
20,7,15,2,11,5,2,0,0,0,40,1
6,4,1,5,7,1,4,0,0,0,40,1
29,6,11,4,8,1,4,0,0,0,78,1
38,1,14,2,4,0,4,1,30,0,40,1
11,5,15,2,5,0,4,1,0,0,50,1
32,4,11,0,3,1,4,1,0,0,40,0
57,4,14,4,1,3,2,1,0,0,50,1
30,4,11,4,13,3,4,1,0,0,40,1
40,4,9,2,4,0,4,1,0,0,45,0
88,4,11,4,4,3,4,1,0,0,1,1
47,6,11,4,10,1,4,0,50,0,45,1
80,5,9,0,6,4,4,1,0,0,75,1
50,4,0,2,14,0,2,1,0,92,40,1
41,4,11,4,1,4,4,1,0,0,60,0
22,6,15,2,8,0,4,0,0,0,96,0
56,4,12,4,1,1,4,0,0,0,20,1
59,4,15,2,12,0,4,0,0,0,45,1
65,4,11,0,8,3,4,1,0,0,86,1
92,4,10,4,1,3,4,1,0,0,40,1
20,0,15,2,0,0,2,0,0,0,56,1
32,3,15,0,3,4,4,0,0,0,40,1
24,6,15,2,10,0,4,1,0,0,40,1
50,4,11,0,14,1,4,1,0,92,66,1
18,1,13,2,3,0,4,1,0,0,40,1
67,4,10,4,1,4,4,1,0,0,40,1
91,4,11,2,6,0,4,1,0,0,83,1
59,4,11,2,3,0,4,0,0,0,40,1
0,2,9,2,7,0,4,1,0,0,40,1
11,4,2,2,4,0,4,0,0,0,20,1
74,4,11,2,3,5,4,1,0,0,30,1
41,6,9,4,8,3,3,1,0,0,40,0
33,4,11,4,4,3,2,1,0,92,40,1
34,4,10,2,1,0,4,1,0,0,50,0
16,4,15,2,3,0,4,0,0,0,20,1
22,0,7,2,0,0,4,1,0,0,40,1
63,4,0,2,4,0,4,1,16,0,40,1
22,4,15,2,7,5,4,0,0,0,20,0
3,4,11,2,14,0,4,0,0,0,26,1
43,4,11,2,5,0,4,1,0,0,40,1
41,4,14,2,1,0,4,1,0,0,50,0
22,4,7,4,8,1,4,1,0,0,40,1
14,2,15,2,1,0,4,1,0,0,20,0
47,4,11,2,10,0,4,0,0,0,40,0
27,2,15,4,7,3,4,1,0,0,60,1
41,4,11,2,12,0,4,1,0,0,40,1
33,4,2,2,10,0,4,1,0,92,40,0
27,2,6,4,9,1,4,1,0,92,30,1
37,4,4,2,8,0,4,1,0,0,40,0
26,4,15,4,14,1,4,1,0,0,40,1
46,4,9,0,6,1,4,1,23,0,40,1
11,4,3,2,7,0,4,0,0,0,40,1
44,4,1,2,13,0,4,0,0,0,25,1
20,4,15,2,7,0,4,1,0,0,40,0
22,7,7,4,8,3,1,0,0,0,40,0
41,4,11,2,4,0,4,0,0,0,93,0
22,2,7,4,9,3,4,0,0,0,40,0
39,4,15,4,10,1,2,0,0,0,40,1
43,4,11,2,10,0,2,1,0,0,40,1
69,4,6,6,8,3,4,1,0,0,40,0
34,4,15,4,6,1,4,1,0,0,50,0
4,4,11,2,4,0,4,1,0,0,60,0
51,4,1,3,3,4,3,1,0,0,40,1
44,4,15,2,10,0,4,1,43,0,40,1
39,4,11,2,12,0,4,0,0,0,40,1
70,7,9,6,10,3,4,1,0,0,40,0
39,4,9,4,14,3,2,0,0,0,40,1
30,4,11,4,13,3,4,1,0,0,40,1
32,2,15,3,11,1,4,0,0,0,40,1
47,4,11,5,9,4,2,0,18,0,45,0
9,4,12,2,3,5,4,0,0,0,45,1
51,6,1,2,3,0,1,1,0,0,40,0
20,0,15,2,0,0,4,0,0,0,45,1
42,4,11,0,3,1,4,1,0,0,40,1
38,4,7,2,4,0,4,1,0,0,47,1
20,4,15,4,8,1,4,0,0,0,26,1
37,1,15,2,5,5,2,1,0,0,50,0
21,7,9,4,10,1,3,1,0,80,40,1
84,0,15,2,0,0,4,1,0,0,40,1
44,4,1,2,6,0,4,0,0,0,80,0
44,4,8,4,6,3,4,1,0,2,40,1
37,4,11,2,8,0,4,1,0,0,50,1
15,7,15,2,4,0,4,1,0,0,40,0
44,6,8,4,6,3,4,1,0,0,50,1
16,4,11,2,1,0,2,1,0,0,97,1
2,4,15,4,4,3,4,1,0,0,40,1
86,4,15,2,7,0,4,0,7,0,40,1
54,4,15,4,3,3,4,1,0,0,45,1
51,4,9,1,14,1,4,1,0,0,40,1
19,4,11,0,1,1,4,0,0,0,40,1
19,6,15,4,12,3,4,0,74,0,65,1
55,4,15,2,8,5,2,1,0,0,50,1
2,6,14,6,3,4,4,1,0,0,20,0
24,4,12,2,1,0,4,1,0,0,40,1
46,4,7,2,6,0,4,1,0,0,40,0
19,4,11,0,1,4,4,0,0,0,40,1
44,4,15,2,10,5,4,1,0,0,40,0
46,4,11,2,8,0,4,0,0,0,40,1
18,2,11,2,7,0,4,0,0,0,45,1
50,4,8,0,3,4,2,1,5,0,53,0
37,4,13,2,3,0,4,1,0,0,40,0
67,4,3,2,3,0,4,0,0,0,50,1
57,4,14,2,1,0,4,0,0,0,60,0
26,2,11,4,1,3,2,1,0,0,40,1
99,4,15,2,4,0,4,0,0,0,40,1
49,4,11,2,8,0,4,1,0,0,13,1
41,6,9,4,6,1,4,1,0,0,40,0
19,4,1,4,12,1,4,1,0,0,81,1
5,4,3,4,12,4,4,1,0,0,40,1
56,2,10,2,1,0,4,0,0,0,40,0
84,4,14,2,1,0,4,0,0,0,40,0
81,4,1,6,3,2,4,1,0,0,21,1
26,4,9,4,1,3,4,1,94,45,70,1
91,2,1,2,4,0,4,1,0,0,40,1
23,4,15,4,1,1,4,1,0,0,75,1
36,5,9,2,6,0,2,0,0,0,40,1
44,4,11,2,6,0,4,0,19,0,11,0
46,4,11,2,8,5,4,1,0,0,40,0
34,4,10,2,13,0,4,1,74,0,50,1
42,4,7,4,10,3,4,0,0,0,40,1
50,4,11,2,3,0,2,1,0,92,40,1
29,4,7,2,8,0,4,1,0,73,40,1
17,6,11,2,5,5,4,0,0,0,40,1
41,4,15,2,4,0,4,0,0,0,50,1
32,4,3,3,4,0,4,1,0,0,40,1
86,4,11,2,3,0,4,1,0,0,45,1
33,4,4,4,14,1,4,0,0,92,40,1
24,4,11,2,13,0,4,0,0,95,40,1
25,6,1,4,10,1,4,1,0,0,40,1
42,4,11,6,10,1,4,1,0,0,20,1
37,4,15,2,4,0,2,1,0,0,50,1
44,5,15,2,13,0,4,0,0,0,40,1
43,2,15,2,10,0,4,1,0,0,44,0
53,6,15,2,8,0,4,0,0,0,40,0
25,4,15,0,4,1,1,1,0,0,50,0
68,4,14,2,6,0,4,0,0,0,20,1
41,4,12,2,1,0,0,1,0,0,73,0
46,1,11,2,11,0,4,1,0,0,40,0
98,4,15,2,3,0,4,1,0,0,40,0
27,0,3,4,0,5,4,1,0,0,66,1
19,4,10,4,12,3,4,0,0,0,0,1
22,4,7,2,8,0,4,1,0,0,50,0
40,4,8,2,12,5,4,1,0,0,45,0
50,4,11,0,8,1,4,1,0,92,45,1
24,4,12,4,12,1,4,1,0,0,40,1
32,4,3,4,8,3,4,1,0,0,40,0
34,4,10,2,13,0,4,1,0,0,50,0
61,4,11,2,3,0,4,1,0,0,40,1
34,4,12,2,6,0,4,0,0,0,50,1
35,4,11,4,6,1,4,1,0,0,40,1
39,4,9,2,10,0,4,1,0,0,40,1
91,4,11,2,3,0,4,1,0,0,40,0
11,4,8,0,8,1,4,0,0,0,76,1
