age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,target
18,4,1,4,14,3,4,1,0,0,65,0
43,4,11,4,6,4,4,0,0,0,50,1
39,4,11,2,3,0,4,1,0,0,40,1
18,4,12,4,10,3,4,1,0,0,25,1
26,4,11,2,1,0,4,1,0,0,40,0
41,4,11,2,10,0,4,1,0,0,35,0
33,4,11,2,4,0,2,1,0,0,54,1
28,4,9,2,1,0,4,1,0,0,25,0
35,4,11,2,14,0,4,1,0,0,40,1
24,4,11,4,12,1,4,1,6,0,40,1
58,4,9,2,10,0,4,1,0,0,40,1
30,4,9,4,12,2,1,1,0,0,40,1
46,4,8,2,7,0,4,1,0,0,30,1
37,4,7,2,4,5,4,0,0,0,50,1
21,4,11,4,7,1,4,0,47,0,44,1
57,4,0,2,6,0,4,1,0,0,50,0
43,5,15,2,12,0,4,1,0,0,50,1
45,0,15,0,0,1,4,0,0,0,40,0
57,4,8,2,13,0,4,1,0,0,60,1
36,4,15,2,8,5,4,0,20,0,40,1
36,1,15,2,1,5,4,0,0,24,45,0
20,4,15,4,3,1,2,1,0,0,40,1
19,4,15,4,8,3,4,1,11,0,20,1
26,0,0,4,0,3,4,1,0,0,40,1
30,4,15,2,1,0,4,1,0,0,40,1
20,4,11,4,6,1,4,0,0,8,17,1
47,2,9,2,4,0,4,1,86,0,40,0
38,2,2,2,8,0,4,1,0,0,40,0
36,4,15,0,13,4,4,0,0,0,15,1
34,4,11,0,14,1,4,1,87,0,14,1
28,4,11,2,4,0,4,1,0,0,40,1
35,6,9,2,4,0,4,1,0,0,50,0
37,6,4,2,7,0,4,1,0,0,40,1
43,4,15,2,10,0,3,1,0,0,40,1
31,4,11,4,14,3,4,0,0,10,14,1
37,5,11,4,13,3,4,1,0,0,40,0
46,4,15,0,1,1,4,0,0,0,40,1
27,4,11,4,14,4,4,0,0,0,40,1
31,4,11,0,4,1,4,1,0,0,50,1
20,7,15,4,3,3,4,0,0,0,35,1
44,4,15,2,1,0,4,1,0,0,40,1
19,4,11,4,8,1,4,0,0,23,58,1
77,4,11,6,1,5,2,0,0,0,40,0
32,6,9,2,12,0,4,1,0,89,80,1
17,4,15,4,12,3,4,0,83,0,20,1
45,7,15,2,3,0,4,1,0,0,38,1
18,4,10,4,10,3,4,0,0,0,52,1
21,4,15,4,8,3,4,1,0,0,20,1
29,5,12,4,4,3,4,1,0,0,45,1
67,2,11,0,14,4,4,0,0,0,40,1
20,4,11,4,3,4,4,1,0,0,20,1
37,4,7,2,11,0,2,1,0,0,48,1
63,4,9,2,1,0,2,1,0,0,38,1
21,0,6,4,0,3,4,1,0,0,40,1
36,7,15,2,10,0,4,1,0,0,45,0
32,5,15,4,4,1,4,0,0,21,50,1
60,4,2,2,14,0,4,1,0,0,35,1
47,4,11,2,8,0,4,1,0,0,40,1
30,4,10,2,10,0,4,1,0,0,37,1
38,6,15,0,3,4,4,0,0,0,65,1
36,4,11,2,6,0,4,1,0,0,48,1
27,4,11,0,8,3,4,0,0,54,10,1
20,5,15,4,4,4,4,1,0,0,60,1
42,4,9,2,5,0,4,1,0,0,40,0
47,4,1,6,8,4,4,1,0,0,40,1
28,4,9,2,13,0,0,1,0,0,40,0
44,4,9,2,10,0,4,1,0,0,45,1
41,4,11,2,3,0,4,1,0,0,40,0
23,6,0,4,8,3,4,1,0,0,99,0
48,4,8,2,3,0,4,1,0,0,40,1
43,0,15,2,0,0,1,1,0,0,40,1
37,4,15,2,4,0,4,1,0,0,40,0
37,2,11,2,11,0,4,1,0,0,40,1
33,4,11,2,6,0,4,1,0,0,40,1
53,4,11,2,8,0,4,1,0,0,40,1
40,4,15,0,6,2,4,0,0,0,40,1
36,7,11,4,12,4,4,0,0,0,50,1
36,4,12,2,10,0,4,1,0,0,35,0
60,4,9,0,10,4,4,0,0,0,50,1
40,4,11,2,12,0,4,1,0,95,40,1
73,4,15,6,4,4,4,0,99,0,40,1
35,4,11,0,3,1,4,1,0,0,20,1
50,4,11,2,1,0,4,1,0,0,20,1
33,4,11,2,1,0,3,1,0,0,40,1
26,4,11,4,3,3,4,1,0,0,40,1
25,5,4,2,5,0,4,1,0,0,40,1
27,4,0,2,12,0,4,1,0,0,45,0
41,2,9,2,10,5,4,0,0,0,40,0
34,2,15,4,3,3,4,1,0,69,40,0
46,7,8,2,13,0,4,1,0,58,40,0
23,4,11,4,3,3,4,1,0,0,40,1
35,4,15,4,1,1,1,1,0,0,35,1
29,5,10,4,4,1,4,0,0,0,45,1
35,1,9,0,4,4,4,1,0,0,40,1
28,2,9,4,10,3,4,1,0,0,32,1
23,4,15,4,12,3,4,0,0,0,40,1
26,4,11,4,7,1,4,0,0,0,40,1
48,4,9,0,4,1,4,0,71,0,50,1
58,4,15,0,12,1,4,0,0,0,60,0
36,4,11,2,3,0,2,1,0,0,40,0
49,0,11,0,0,1,2,1,0,0,43,0
34,7,9,2,10,0,4,1,0,0,60,0
28,4,14,4,10,1,2,1,0,0,40,1
34,4,11,2,7,0,4,1,0,0,40,0
42,2,9,0,3,1,4,0,0,0,12,1
44,4,12,5,4,1,4,0,0,0,70,1
45,4,12,4,3,1,4,0,0,0,40,1
21,4,11,4,3,3,4,1,41,0,40,1
22,4,15,4,8,1,4,1,0,0,36,1
33,1,9,2,1,0,0,1,51,0,40,0
33,4,11,4,14,2,4,0,0,0,20,1
21,0,11,4,0,3,4,1,0,0,25,1
18,0,9,4,0,3,4,1,0,0,58,1
32,4,15,2,10,0,4,1,0,0,26,0
46,4,11,2,6,0,4,1,0,0,40,0
30,4,11,2,14,0,4,1,0,0,70,0
29,4,15,4,1,3,4,1,0,0,35,1
38,4,9,2,10,5,4,0,0,0,40,1
38,4,15,2,8,0,4,1,0,0,52,0
61,0,11,2,0,0,4,1,0,0,25,1
68,1,11,0,1,4,1,0,0,0,35,1
18,6,9,4,0,1,4,1,0,0,20,1
41,4,1,2,3,0,3,1,0,0,45,0
47,4,11,6,6,4,4,0,0,0,40,1
76,1,11,5,1,1,4,0,94,0,35,1
32,4,14,4,10,3,4,1,0,0,40,1
58,6,0,2,3,0,4,1,0,55,42,1
22,0,15,4,0,3,2,0,0,0,37,1
27,4,15,2,3,0,1,1,0,0,40,1
36,4,15,2,14,0,4,1,0,0,40,1
23,0,7,4,0,1,4,1,0,0,38,1
21,4,9,6,12,1,4,0,0,0,40,0
32,4,11,6,7,1,4,0,0,0,10,1
67,6,11,4,4,4,4,0,0,0,55,1
21,4,8,4,11,1,4,0,0,0,10,1
48,5,8,2,14,0,4,1,0,0,40,1
26,0,4,5,0,1,4,1,0,0,40,1
19,4,15,4,8,1,4,0,0,0,15,1
50,4,15,2,3,0,4,1,0,0,52,0
32,0,7,6,0,1,4,0,0,0,70,1
33,2,9,2,1,0,4,1,0,0,40,1
35,4,9,2,10,0,4,1,0,0,40,1
51,6,15,0,3,4,4,0,0,37,50,1
43,5,11,4,5,4,4,1,0,0,60,1
31,4,9,4,10,3,4,1,0,0,40,1
33,4,11,2,7,0,4,1,0,0,42,1
34,4,9,2,10,0,4,1,0,0,50,0
18,2,1,4,10,1,4,1,0,0,8,1
48,7,9,2,10,0,4,1,0,0,40,0
44,4,1,0,6,1,4,1,0,0,10,1
29,4,5,4,8,1,4,0,0,0,40,0
45,4,11,0,8,4,3,0,0,0,6,1
28,4,9,2,4,0,4,1,0,0,45,0
51,4,11,2,7,0,4,1,0,0,55,1
52,1,15,4,4,1,4,1,0,0,50,1
23,4,9,4,8,1,4,1,0,0,20,1
28,4,11,2,10,5,4,0,0,0,50,0
32,4,6,2,7,0,4,1,0,0,50,1
40,0,11,2,0,0,4,1,0,0,40,1
59,4,8,2,13,0,4,1,0,0,38,0
60,4,8,2,1,5,4,0,0,0,40,1
36,4,10,2,3,0,4,1,0,0,40,0
20,0,8,4,0,3,4,1,78,0,40,1
36,4,15,2,13,0,4,1,0,0,40,1
50,4,1,2,14,5,4,0,0,0,40,0
32,4,0,4,8,1,4,1,0,0,40,1
25,4,9,4,13,3,4,1,0,0,40,1
45,6,15,2,12,0,4,1,0,0,40,0
25,4,12,4,3,3,1,0,0,0,40,1
30,4,11,2,7,0,4,1,0,0,40,1
25,2,9,2,4,0,4,1,0,0,60,0
22,4,9,4,4,3,4,0,0,0,38,0
22,4,6,4,12,3,4,1,0,0,45,1
18,4,15,2,8,0,4,1,0,0,46,1
19,4,6,4,8,3,4,1,0,0,37,1
49,4,14,2,10,2,4,0,0,0,60,1
43,6,10,2,10,0,4,1,0,0,50,1
28,1,14,4,10,3,4,0,0,0,55,1
27,4,9,2,12,0,4,1,0,0,12,1
56,4,2,2,14,0,4,1,0,0,40,0
64,4,15,5,3,1,4,1,0,0,40,1
21,4,15,4,12,1,4,0,0,0,30,1
42,4,11,2,3,0,4,1,0,0,40,1
47,4,5,3,3,1,4,0,0,0,42,1
36,4,11,0,8,4,2,1,0,0,14,1
30,4,8,6,0,1,4,0,0,0,30,1
21,4,12,4,4,3,4,0,0,0,55,1
27,4,11,6,1,1,4,0,0,0,40,1
48,4,15,2,4,0,2,1,0,0,40,1
49,4,11,2,3,0,4,1,0,0,58,1
23,4,9,4,10,3,4,1,0,0,42,1
37,4,11,2,12,0,4,1,0,0,35,0
40,6,9,0,3,1,4,0,0,0,40,1
46,4,11,2,8,0,2,1,0,0,38,0
44,4,5,2,3,0,4,1,40,0,45,1
59,4,12,0,10,1,4,1,0,0,42,1
20,4,7,4,4,1,4,1,0,0,40,1
23,4,8,4,3,4,1,0,0,0,40,1
48,6,9,0,2,1,1,0,0,0,40,1
35,4,9,4,4,3,2,1,0,0,40,1
55,4,11,0,8,1,4,1,0,0,40,1
18,6,0,4,5,1,2,0,0,0,20,1
38,4,12,5,1,1,4,0,0,9,24,1
20,2,15,4,11,1,4,1,0,0,30,1
57,4,15,2,8,0,4,1,0,68,50,1
49,4,8,0,10,4,4,1,0,0,50,1
31,4,11,4,14,3,4,0,0,0,40,1
24,4,15,4,1,3,4,0,0,0,50,1
34,4,9,5,10,1,4,0,0,0,40,1
33,0,11,2,0,5,4,0,0,0,40,1
24,4,0,3,3,2,4,0,0,0,50,1
27,4,9,4,4,3,4,0,0,0,40,0
67,4,7,2,4,5,4,0,0,0,60,0
47,4,9,2,6,0,4,1,87,0,48,0
31,4,9,2,4,0,4,1,0,0,40,1
19,4,15,4,1,1,4,1,0,0,25,1
39,4,15,0,10,1,4,0,0,0,15,1
42,4,7,2,7,0,2,1,0,0,60,1
17,4,11,4,1,1,4,1,0,0,32,1
36,4,15,2,3,0,4,1,0,27,40,0
59,4,15,2,1,0,4,1,0,0,38,1
33,4,1,2,3,5,4,0,0,0,40,1
42,4,9,2,10,5,2,0,0,0,40,0
28,4,15,4,7,2,4,1,0,0,40,1
25,1,11,2,3,0,4,1,0,0,30,0
59,4,8,2,8,0,1,1,0,0,37,0
54,7,15,2,14,0,4,1,9,0,40,1
49,4,9,2,13,0,4,1,0,0,8,0
58,4,11,4,8,3,4,0,0,0,30,1
40,0,1,2,0,0,4,1,0,0,48,1
42,6,11,2,14,0,2,1,0,0,36,0
35,4,8,0,7,4,4,0,0,0,40,1
39,4,11,2,8,0,4,1,0,0,40,1
36,5,15,0,3,1,2,0,0,0,40,1
20,4,11,4,4,1,4,0,0,0,55,1
68,4,15,2,7,0,4,1,5,0,35,1
29,4,8,4,8,1,2,1,0,0,40,0
76,2,11,2,8,0,4,1,94,0,20,0
52,4,11,2,7,5,4,0,0,0,40,0
18,0,15,4,0,1,4,0,0,0,20,1
29,4,1,2,6,0,4,1,0,0,40,1
31,4,11,2,1,5,4,0,0,0,40,1
30,4,1,4,12,4,4,0,0,0,45,1
44,4,9,2,10,0,4,1,12,0,40,1
28,7,15,2,1,0,4,1,0,0,40,0
21,4,11,4,8,3,4,1,0,0,20,1
44,4,15,2,12,0,4,1,0,0,30,0
44,4,5,2,8,0,4,1,0,0,40,0
22,4,9,4,9,3,4,0,0,0,20,1
34,4,9,2,14,0,4,1,71,0,40,0
53,1,8,2,1,0,4,1,0,0,38,1
20,4,11,4,3,3,4,0,0,0,28,0
51,6,15,2,13,0,1,1,0,0,40,1
49,4,11,2,7,0,4,1,7,0,45,1
36,4,11,5,3,4,4,0,0,0,50,1
42,4,11,2,8,0,4,1,0,0,35,1
90,4,8,4,12,1,4,0,0,0,54,1
32,4,11,2,12,0,4,1,0,0,35,0
62,7,15,2,11,0,4,1,0,0,40,1
49,4,11,2,3,0,4,1,0,0,40,1
24,5,11,4,4,1,4,0,0,0,50,1
24,4,11,4,6,1,4,0,53,0,60,1
28,0,11,4,0,3,4,1,0,0,40,1
24,4,11,2,6,5,4,0,0,0,40,1
64,4,9,3,12,1,4,0,0,0,40,1
36,4,15,0,4,1,4,1,0,0,55,1
37,4,7,0,1,4,4,0,0,0,40,1
29,4,11,0,14,4,4,0,0,0,45,1
31,4,9,0,11,1,4,1,0,0,40,1
43,5,11,2,4,0,4,1,0,0,55,1
35,4,8,6,13,4,4,0,0,0,60,1
59,4,0,2,8,0,4,1,0,0,20,1
35,4,11,2,3,0,4,1,0,0,40,1
19,4,15,4,3,1,4,0,0,0,30,1
22,2,11,4,10,4,4,0,0,0,40,1
17,4,7,4,12,3,4,1,0,0,25,1
19,5,9,4,12,1,4,1,0,0,24,1
40,4,8,4,1,1,4,1,16,0,40,1
47,4,11,2,3,0,2,1,0,0,20,1
18,4,9,4,1,1,4,1,0,0,15,1
36,4,11,2,7,0,4,1,0,0,40,1
58,4,14,2,10,0,2,1,0,0,40,0
29,4,2,4,1,1,4,1,0,0,40,1
42,4,8,0,6,4,1,0,0,0,40,1
22,4,15,0,10,1,4,1,0,0,30,1
32,2,11,0,3,1,2,1,0,0,40,1
51,4,4,2,6,0,2,1,0,0,75,0
51,6,11,2,8,0,4,1,0,0,35,1
43,6,12,2,3,0,4,1,0,0,45,1
53,4,0,2,8,0,4,1,0,0,15,0
33,5,9,4,10,1,2,1,0,0,35,1
63,4,11,2,12,0,4,1,0,0,45,0
25,2,9,2,10,0,4,1,0,0,40,1
30,4,9,6,10,1,4,0,0,0,40,1
30,4,11,4,1,3,1,1,0,0,22,1
21,4,15,4,7,4,4,0,85,0,28,0
39,4,9,2,12,0,4,1,0,0,20,1
49,7,15,2,7,0,4,1,0,0,40,1
40,4,1,5,8,3,4,0,0,0,40,1
47,4,11,0,8,1,4,0,0,0,56,1
60,2,11,4,4,1,4,1,0,0,60,1
54,6,9,0,10,1,4,0,0,0,23,1
32,4,15,0,1,1,4,1,0,0,40,1
42,4,9,2,11,0,4,1,0,0,40,0
56,5,9,0,4,2,2,0,0,0,40,1
38,4,11,4,14,3,4,1,0,72,70,0
27,4,15,2,4,0,4,1,0,0,35,0
63,2,8,0,1,4,4,1,0,0,20,1
46,4,9,4,10,1,4,1,59,8,45,1
49,1,9,2,10,0,4,1,0,0,60,0
20,4,15,4,5,3,4,1,0,0,40,1
21,4,8,4,12,3,4,1,0,0,15,1
42,4,11,0,3,1,4,1,0,0,40,1
28,4,15,4,10,2,4,0,0,0,50,1
48,4,9,2,12,0,4,1,0,0,50,1
28,4,15,4,4,1,4,1,0,0,65,1
47,4,11,2,3,0,1,1,0,94,40,0
39,2,15,2,7,0,4,1,0,0,45,0
34,4,1,2,12,0,4,1,0,0,20,1
31,4,14,6,10,4,4,1,0,23,45,1
18,0,11,4,0,1,4,0,0,0,48,1
34,4,15,4,13,4,4,0,0,0,40,1
42,4,11,0,3,4,2,1,0,0,40,1
18,1,9,4,10,1,4,0,0,0,20,1
36,4,11,2,14,0,4,1,0,0,60,0
47,4,11,0,5,4,4,0,0,0,45,1
22,4,0,2,8,0,4,1,0,0,15,0
48,4,9,2,4,0,1,1,0,0,42,0
33,7,9,2,10,0,4,1,0,0,36,1
36,4,11,2,7,0,4,1,0,0,40,0
25,4,15,2,1,0,4,1,0,0,30,1
46,4,15,0,1,1,4,1,0,0,40,0
44,4,5,2,3,0,4,1,0,0,45,0
55,4,10,2,10,0,4,1,0,0,50,0
46,6,15,2,5,0,4,1,0,0,60,1
33,0,15,3,0,4,4,0,0,0,50,1
43,4,9,2,9,0,4,1,0,0,18,0
34,1,14,2,10,0,4,1,0,0,40,1
46,4,11,2,12,0,4,1,0,0,50,1
22,4,0,4,12,4,4,0,0,0,35,1
26,4,11,4,3,1,4,0,0,0,40,1
53,4,11,4,8,3,4,1,0,0,40,1
44,2,15,4,3,1,4,1,0,0,40,1
27,1,9,4,4,3,1,1,0,0,50,1
60,4,11,2,3,0,2,1,0,0,40,1
47,4,0,2,14,0,4,1,0,0,40,1
22,7,2,4,6,2,4,1,0,0,32,1
51,4,9,2,8,0,4,1,0,0,40,0
52,6,5,2,3,0,4,1,0,0,40,0
20,4,2,4,3,1,2,0,69,0,40,1
20,4,11,4,8,3,4,0,0,0,32,1
35,4,11,2,3,0,2,1,0,0,40,0
40,4,15,2,14,0,4,1,0,0,40,1
21,4,11,4,8,1,4,1,0,0,40,1
64,4,15,2,3,0,4,1,47,0,46,0
36,4,9,2,4,0,4,1,0,0,50,1
30,4,11,2,7,0,2,1,0,0,40,0
47,4,11,2,7,0,2,1,0,0,40,1
57,4,15,2,3,0,4,1,0,0,40,1
35,4,6,4,14,3,4,1,67,0,40,1
27,0,11,2,0,0,4,1,0,0,60,1
50,4,15,4,4,3,4,0,0,0,40,1
31,4,0,2,12,0,4,1,0,0,25,1
19,7,15,4,1,3,4,0,0,0,10,1
42,4,11,4,3,3,4,1,0,0,35,1
44,2,11,2,14,0,4,1,0,0,50,1
30,6,11,0,8,1,4,0,0,0,40,1
61,4,11,0,12,1,4,1,53,0,45,1
54,2,7,0,10,1,4,0,0,0,50,1
37,7,7,2,13,5,4,0,37,0,45,1
34,4,1,0,8,1,4,1,0,0,40,1
22,4,15,4,8,1,4,1,0,0,40,1
42,4,11,2,4,0,4,1,0,0,50,1
23,4,11,4,1,2,4,0,0,0,40,1
39,4,11,5,3,1,4,0,0,0,40,1
26,4,11,5,7,4,4,0,0,0,50,1
43,0,15,2,0,5,4,0,81,0,16,1
21,4,7,4,13,3,2,0,0,0,40,1
45,7,8,2,13,5,4,0,0,0,40,1
42,5,15,2,4,0,4,1,0,0,50,0
24,4,11,2,7,0,4,1,0,0,48,1
41,4,11,0,11,4,4,0,0,0,40,1
31,4,9,4,4,3,4,0,0,0,40,1
49,4,12,2,10,0,4,1,0,0,45,1
34,4,9,2,10,0,4,1,0,0,40,0
80,4,9,2,6,0,4,1,0,0,40,1
24,4,12,4,10,3,4,1,0,0,40,1
22,0,9,4,0,1,4,1,0,0,40,1
25,4,11,4,7,1,4,1,0,0,40,1
37,4,11,2,7,0,4,1,0,92,40,0
37,4,11,6,7,1,2,0,0,0,40,1
36,6,11,0,5,4,4,0,0,0,60,1
60,4,7,4,12,3,4,1,0,0,82,1
20,4,14,4,10,2,4,0,0,0,40,1
43,1,8,2,10,5,4,0,0,0,40,0
29,4,0,4,3,3,4,0,0,0,40,1
19,4,15,4,1,1,4,1,0,0,30,1
22,4,9,4,10,4,4,1,0,0,30,1
28,4,11,4,1,3,4,1,0,0,40,1
45,4,1,0,14,3,4,1,0,0,56,1
61,4,11,2,8,0,2,1,0,0,38,1
63,4,10,2,10,0,4,1,0,0,35,0
33,4,12,2,4,0,4,1,0,0,50,1
50,4,11,2,14,0,4,1,0,0,30,0
42,4,0,4,8,3,4,0,15,0,40,1
27,4,15,2,1,0,4,1,0,0,40,1
55,2,15,2,11,5,4,0,0,0,45,0
29,4,11,4,7,1,3,0,0,0,48,1
31,4,10,2,10,0,4,1,0,0,40,0
31,4,15,0,1,2,4,1,0,0,42,1
66,4,11,2,12,0,4,1,0,0,84,1
20,6,11,4,3,1,2,0,0,0,38,1
77,4,14,6,12,1,4,0,53,0,35,1
23,4,11,2,6,0,4,1,0,0,38,0
41,4,9,4,13,3,4,1,0,0,40,1
34,4,1,4,3,3,2,0,0,0,40,1
30,4,11,2,14,0,4,1,0,0,40,1
26,1,14,2,10,0,2,1,0,0,24,0
30,4,9,4,13,4,1,0,0,0,30,0
40,6,10,2,4,5,4,0,0,0,40,1
30,4,11,2,7,0,4,1,0,0,45,1
55,5,15,2,4,0,4,1,0,0,40,1
25,2,8,2,10,0,4,1,0,0,45,1
36,4,11,4,8,1,4,1,34,0,20,1
64,4,9,2,10,0,4,1,0,0,60,0
75,4,11,2,8,0,4,1,0,0,40,0
30,4,11,4,3,1,2,0,60,0,40,1
43,4,8,6,13,1,4,0,0,0,50,1
26,4,9,4,10,1,4,1,0,0,65,1
42,6,9,0,10,4,4,0,0,0,40,1
40,4,11,2,4,0,2,1,0,0,40,0
44,4,15,5,8,4,2,0,0,0,40,1
81,4,6,4,8,3,4,1,65,0,15,1
58,4,11,2,7,0,4,1,0,0,40,1
33,2,15,2,1,0,4,1,0,0,40,1
34,4,9,2,4,0,4,1,0,0,40,1
48,4,11,2,3,0,4,1,0,0,43,0
21,4,7,4,3,1,4,1,0,0,40,1
48,0,6,2,0,0,4,1,0,0,20,0
40,4,8,0,14,4,4,0,0,34,40,0
1,4,11,2,3,0,4,1,57,0,45,0
49,7,9,3,4,4,4,0,0,0,37,1
41,1,11,2,9,0,4,1,0,0,50,1
52,5,11,2,4,0,2,1,8,0,40,1
40,4,7,4,8,1,4,1,0,0,40,1
44,4,15,2,1,0,4,1,0,0,40,1
44,6,11,2,3,0,4,1,0,0,80,1
61,1,12,2,10,0,2,1,0,0,40,0
22,2,12,3,4,4,4,0,0,0,40,1
35,4,12,2,10,0,4,1,0,0,60,1
31,4,11,2,12,0,4,1,0,0,40,0
40,4,11,0,8,3,4,1,79,0,30,1
43,2,9,3,10,1,4,0,0,0,40,1
28,5,15,2,8,5,2,0,0,0,30,0
26,4,15,4,7,1,4,1,0,0,40,1
69,4,15,2,1,0,1,1,0,0,15,1
61,4,11,2,7,3,4,1,0,0,40,0
26,4,9,4,4,1,4,0,0,0,55,1
33,4,11,0,6,4,4,0,0,0,30,1
34,4,11,2,4,0,4,1,0,68,40,1
41,8,7,2,13,0,4,1,0,0,40,1
40,4,15,2,8,0,4,1,0,0,35,0
38,0,11,2,0,0,4,1,0,0,60,1
48,4,11,2,3,0,4,1,0,0,40,1
41,4,11,2,7,0,4,1,0,0,40,1
24,4,15,2,7,0,2,1,0,0,40,0
40,4,15,2,14,5,4,0,0,0,40,1
37,4,12,2,10,5,4,0,0,0,40,0
34,4,11,0,7,1,1,0,0,55,21,1
40,4,15,2,1,0,2,1,0,0,40,0
37,4,7,2,4,0,4,1,46,0,45,1
45,4,15,2,12,0,4,1,0,0,15,0
90,2,12,6,11,1,4,0,70,0,38,1
36,4,15,2,7,0,4,1,0,0,40,1
38,4,15,0,4,1,4,0,0,0,60,1
57,5,11,2,12,0,4,1,0,0,50,1
39,4,9,0,4,1,4,1,0,0,50,1
23,4,11,4,5,3,4,0,0,0,30,1
61,2,11,2,11,0,2,1,6,0,40,0
28,4,15,4,1,3,4,0,0,0,40,1
33,4,12,2,10,0,4,1,0,0,40,0
37,6,11,5,8,1,2,1,67,0,30,1
49,1,1,2,8,0,4,1,0,0,35,1
48,4,11,6,4,4,4,0,0,0,40,1
37,6,15,2,1,0,4,1,0,0,55,0
46,4,11,0,7,4,4,0,0,0,40,1
21,4,11,2,4,0,4,1,0,0,50,0
44,7,12,2,10,0,4,1,0,0,40,1
41,4,15,2,8,0,4,1,0,0,40,1
25,7,11,2,8,0,4,1,0,0,40,0
58,4,15,2,10,0,4,1,0,0,45,0
17,6,11,4,12,1,4,1,0,0,47,1
23,2,9,4,10,2,2,1,0,0,40,1
23,0,11,2,0,0,4,1,0,0,30,1
33,4,12,2,4,0,2,1,0,0,50,0
36,2,11,3,14,1,2,1,0,0,40,1
26,4,11,2,12,0,2,1,25,0,40,1
45,5,11,2,4,5,4,0,0,0,40,0
29,2,15,2,4,0,4,1,0,0,45,1
60,2,11,2,4,0,4,1,0,0,20,1
20,4,11,4,3,3,4,1,0,0,30,1
45,2,6,0,8,1,4,0,0,0,42,1
33,4,7,4,8,1,4,0,0,0,25,1
24,6,11,2,3,0,4,1,0,0,40,0
62,1,12,0,10,1,4,1,0,0,40,1
44,4,6,2,8,0,2,1,0,0,40,0
34,4,15,2,7,0,4,1,50,0,40,1
37,4,11,2,4,0,4,1,0,0,40,0
46,1,7,2,1,2,4,1,0,0,40,0
30,4,11,2,12,0,2,1,0,43,40,0
28,4,15,2,12,0,2,1,0,0,40,1
47,4,15,2,14,0,4,1,0,0,40,0
23,4,11,4,8,3,1,0,0,0,40,0
20,4,15,3,12,1,4,1,0,0,25,1
34,4,15,2,1,5,4,0,0,0,40,1
51,4,15,2,12,0,4,1,0,0,45,1
37,0,11,4,0,1,4,1,0,0,36,1
56,4,11,2,1,0,4,1,0,0,40,1
52,4,11,2,3,0,4,1,0,0,40,0
58,4,15,6,1,1,4,0,85,0,35,1
60,4,11,2,14,0,4,1,0,0,50,0
27,0,1,4,0,3,4,0,0,0,10,1
21,4,15,4,8,4,4,0,0,0,25,1
38,6,15,2,4,0,4,1,9,0,50,1
