age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,target
17,4,11,4,1,3,4,1,0,0,35,1
37,4,11,2,6,0,4,1,0,0,48,0
55,2,9,0,10,1,4,1,0,0,30,1
26,4,1,4,13,3,4,0,0,54,45,1
52,4,15,2,12,0,2,1,0,0,40,0
34,6,15,2,5,0,4,1,0,0,45,0
48,4,9,0,4,1,2,1,0,0,40,1
41,5,12,2,10,0,4,1,0,0,55,1
47,4,9,2,4,0,2,1,0,0,37,1
20,7,12,4,10,1,4,0,0,0,25,1
40,0,7,2,0,0,4,1,0,0,8,1
45,4,9,2,4,0,4,1,0,0,40,1
54,4,15,3,8,4,4,0,0,0,40,1
32,4,1,0,13,1,4,0,0,0,32,1
43,2,11,2,8,0,4,1,0,0,20,0
48,4,15,2,3,0,4,1,0,0,40,1
24,4,7,4,3,1,4,0,0,0,40,1
32,4,0,2,3,0,4,1,0,0,42,0
24,6,9,4,10,1,4,0,0,0,60,1
20,4,8,4,4,4,4,1,0,0,30,1
40,4,6,0,3,1,2,0,0,0,40,1
24,4,9,4,4,1,4,1,0,0,40,1
34,4,9,0,7,1,4,1,0,0,40,1
39,7,15,2,13,0,4,1,0,0,40,1
48,4,15,2,4,5,2,0,0,0,40,0
61,4,11,2,8,0,4,1,0,0,30,1
35,4,11,4,6,3,4,1,0,0,40,1
36,4,8,4,7,3,4,1,0,0,50,1
56,4,11,2,3,0,4,1,0,0,40,1
50,4,11,2,4,0,3,1,0,0,40,0
41,4,6,2,7,0,4,1,0,0,40,0
39,4,0,2,3,0,4,1,0,0,35,1
29,1,12,4,10,3,4,1,0,0,40,1
32,2,8,2,8,0,4,1,0,0,40,0
26,4,15,2,1,0,4,1,0,0,35,0
34,4,11,3,3,4,4,0,0,0,40,1
39,4,9,0,1,1,4,1,0,0,25,1
42,4,15,2,1,0,4,1,8,0,40,1
65,4,0,4,6,1,4,0,0,0,40,1
36,2,15,2,11,0,4,1,0,0,40,1
23,1,7,4,10,1,4,1,0,0,38,1
20,4,5,2,8,0,4,1,0,0,40,0
25,2,10,4,11,2,2,0,0,0,40,1
34,0,0,2,0,0,4,1,0,0,40,0
19,4,15,4,1,3,4,0,0,0,20,1
54,4,15,2,3,0,4,1,0,0,40,0
27,0,1,2,0,0,4,1,0,0,40,1
25,6,15,4,3,3,4,0,0,0,63,1
36,2,15,4,10,3,4,1,0,0,40,1
58,4,11,0,14,4,4,0,0,0,55,1
32,4,15,2,1,0,4,1,0,0,40,0
35,2,14,2,10,0,4,1,0,0,40,0
24,4,15,4,3,1,4,0,0,0,40,1
33,5,12,2,4,5,2,0,0,0,30,1
51,1,11,6,1,1,4,0,0,0,40,1
61,4,11,2,7,5,4,0,0,0,40,0
40,2,15,2,11,0,4,1,0,0,40,0
27,6,15,2,4,0,4,1,0,0,38,1
40,4,11,2,3,0,4,1,0,0,40,0
49,4,11,4,3,1,1,1,0,0,45,1
44,4,11,2,4,0,4,1,0,0,20,0
32,2,15,2,4,0,2,1,0,0,40,1
57,6,6,2,5,0,4,1,0,0,40,0
39,4,11,2,12,5,4,0,0,0,20,1
36,4,9,2,12,0,4,1,0,0,50,0
17,0,8,4,0,1,4,0,0,0,15,1
30,7,11,4,3,3,4,1,0,0,45,1
20,4,11,4,7,3,4,1,0,0,40,1
54,4,15,2,3,0,4,1,0,0,38,1
28,4,15,2,1,0,4,1,0,0,40,1
56,4,15,2,12,0,2,1,0,0,6,0
36,4,11,2,1,0,4,1,0,0,38,1
26,0,9,4,0,3,4,0,0,0,35,1
28,1,15,5,1,4,4,1,0,0,40,1
64,1,15,2,1,0,4,1,0,0,50,0
17,4,11,4,3,4,4,0,0,0,60,1
33,1,15,5,1,1,4,1,0,0,40,1
30,0,11,0,0,1,4,0,0,0,40,0
19,4,15,4,1,1,4,0,0,0,40,1
59,4,9,6,10,3,4,0,0,0,40,1
50,2,7,2,11,0,4,1,66,0,40,1
29,0,15,0,0,1,4,0,0,0,10,1
33,4,11,6,1,1,4,1,0,0,30,1
56,4,5,2,8,0,4,1,0,0,40,1
68,4,9,6,4,1,4,0,86,31,50,1
21,4,11,4,4,3,4,1,0,0,50,1
20,4,11,4,4,1,4,1,0,0,30,1
37,6,11,2,12,0,4,1,0,0,40,1
21,4,9,4,1,3,4,1,0,0,10,1
62,4,9,0,4,1,4,0,72,0,47,1
50,4,0,2,10,0,4,1,0,0,50,0
50,4,11,2,7,0,4,1,0,0,35,1
21,4,15,4,13,1,2,1,0,0,40,1
27,7,9,2,4,0,4,1,0,0,45,1
22,4,15,4,6,1,4,0,0,0,35,1
47,0,11,2,0,0,1,1,0,0,40,1
44,0,11,2,0,0,4,1,0,0,15,1
25,4,11,4,7,3,4,1,0,0,16,1
21,5,6,4,6,3,4,0,0,0,40,1
89,4,11,2,6,0,4,1,0,0,40,1
25,4,15,4,5,1,0,0,0,0,40,1
21,7,9,4,10,4,4,0,0,0,40,1
43,4,15,4,4,1,2,0,0,0,20,0
36,4,12,4,10,3,4,0,0,0,40,0
43,1,15,0,13,4,4,1,0,0,40,1
43,4,9,0,10,1,2,1,0,0,40,1
25,4,7,2,7,0,4,1,0,0,39,0
28,4,8,4,3,3,4,0,0,0,32,0
18,4,9,4,1,3,4,0,0,0,35,1
20,4,11,4,14,2,2,1,0,0,25,1
37,4,15,2,3,0,4,1,0,0,40,0
45,4,15,2,3,0,1,1,0,0,40,0
74,4,0,3,12,1,4,1,0,0,44,1
25,4,1,4,1,1,2,1,0,0,40,1
29,0,15,4,0,1,4,0,0,0,40,1
34,7,6,4,4,4,4,1,0,0,45,1
33,4,11,2,13,5,4,0,0,0,35,0
45,4,15,2,7,0,4,1,0,0,40,1
24,4,11,4,1,1,2,1,0,0,40,1
29,5,15,0,3,4,4,1,0,0,40,1
38,4,12,5,4,2,4,1,0,0,60,1
19,4,11,4,1,1,4,0,0,0,35,1
53,4,11,6,14,1,4,1,0,0,40,1
39,7,12,2,10,0,4,1,0,0,48,0
33,7,15,2,1,5,4,0,0,0,45,1
23,4,12,4,1,1,4,0,73,0,40,1
25,4,8,4,12,2,4,0,0,0,12,1
37,4,15,2,1,0,2,1,0,0,40,1
21,4,7,4,4,1,4,1,0,0,70,1
56,6,15,2,3,0,4,1,0,0,40,0
29,4,11,4,1,3,4,1,0,0,40,1
21,4,11,4,8,3,4,0,0,0,60,0
41,5,9,2,10,0,0,1,0,0,50,1
30,4,11,3,1,4,4,0,0,0,55,0
25,6,9,2,4,0,4,1,0,0,40,0
30,4,9,2,12,5,4,0,0,0,38,0
40,4,11,4,3,1,4,1,0,0,8,1
28,4,9,2,7,0,4,1,0,0,42,0
29,5,9,4,4,1,4,0,0,0,40,1
40,4,11,4,4,3,4,0,0,0,50,1
46,4,9,2,6,0,4,1,62,0,40,1
26,0,11,4,0,1,4,0,0,0,35,1
46,4,2,2,5,0,4,1,0,0,50,1
33,4,11,0,14,4,4,0,0,7,60,1
32,2,10,4,10,1,4,1,41,0,7,1
73,4,11,2,12,0,4,1,0,0,50,1
27,5,7,4,10,3,4,1,0,0,50,1
43,4,11,2,12,0,4,1,0,0,40,0
73,6,11,0,3,4,4,0,43,0,84,1
35,4,12,2,4,5,4,0,0,0,40,0
40,4,15,2,1,0,4,1,0,0,40,0
23,0,1,4,0,1,4,0,0,0,40,1
18,4,15,4,6,3,4,0,0,0,30,1
29,4,11,2,3,0,4,1,1,0,23,0
24,4,11,2,7,0,4,1,16,15,70,1
32,4,15,4,4,3,4,1,0,0,35,1
22,4,15,4,12,4,4,1,0,0,32,1
70,4,11,2,4,0,4,1,0,0,50,1
45,4,9,4,12,3,3,1,0,0,12,1
40,5,12,0,10,4,4,0,0,0,44,1
24,4,11,4,7,1,4,1,0,0,48,1
50,7,9,4,10,3,4,1,0,0,60,0
35,5,11,4,14,3,4,1,0,0,48,1
42,4,8,4,4,1,4,0,0,0,60,0
53,4,9,2,4,0,4,1,0,0,40,0
26,2,11,2,11,5,2,0,0,0,40,1
38,4,11,2,3,0,4,1,0,0,65,1
32,7,15,4,13,1,4,0,0,0,40,1
36,4,15,2,4,0,4,1,0,0,55,0
29,1,15,4,3,1,4,0,0,0,40,1
35,4,11,0,7,4,4,0,0,0,38,1
19,4,4,4,8,1,4,0,0,0,20,1
33,4,11,2,3,0,4,1,0,0,84,0
53,4,1,2,8,0,2,1,0,0,40,1
50,4,6,0,6,2,4,1,0,0,40,1
59,1,7,2,1,0,4,1,0,0,50,1
31,1,8,2,1,0,4,1,0,0,40,1
37,4,11,2,3,0,4,1,0,0,40,1
46,4,5,0,6,1,4,1,0,92,50,1
55,6,15,2,4,0,4,1,0,0,55,1
30,4,8,4,13,1,4,0,0,0,40,1
40,4,15,2,8,5,2,0,0,0,40,1
17,4,11,4,3,1,4,0,0,0,40,1
38,4,9,2,10,5,4,0,0,0,40,1
36,7,9,5,13,4,4,0,0,0,45,1
19,4,11,4,8,1,4,0,0,0,8,1
21,4,15,4,12,3,2,0,0,0,35,1
28,4,15,4,8,3,4,0,0,0,40,1
31,4,15,2,3,0,4,1,0,0,40,1
51,4,11,2,6,0,4,1,0,0,60,1
40,5,11,0,8,1,4,1,0,0,40,1
23,4,9,4,13,3,4,0,0,0,40,1
30,4,5,4,9,3,4,1,0,0,80,1
40,5,11,0,4,1,4,0,0,0,80,1
38,4,15,4,13,4,2,0,0,0,38,0
23,4,15,5,3,4,1,0,0,0,40,1
43,4,9,2,1,5,4,0,0,0,35,0
17,4,10,4,10,2,4,1,0,0,21,1
32,4,7,4,4,3,4,0,0,0,40,1
34,4,11,4,4,1,4,1,0,0,40,1
50,4,15,2,8,0,4,1,0,0,40,0
54,7,3,2,11,0,4,1,0,0,50,0
55,4,4,6,4,4,4,0,0,0,42,1
37,4,11,5,3,2,4,0,59,0,40,1
54,4,12,2,12,0,4,1,6,0,55,0
34,5,15,2,4,0,4,1,0,0,40,0
48,4,9,2,12,0,4,1,0,0,40,1
51,1,15,2,13,0,2,1,0,0,50,1
33,4,8,2,3,0,4,1,0,0,60,0
65,4,15,2,12,0,4,1,0,0,20,1
63,4,15,2,8,0,4,1,0,0,30,1
53,4,11,2,3,0,2,1,0,0,40,0
60,4,11,2,12,0,4,1,0,0,10,1
48,4,15,0,9,1,4,1,0,0,15,1
26,4,15,4,7,2,4,1,0,0,40,1
37,0,15,0,0,1,4,0,0,0,40,1
55,4,9,2,8,0,4,1,0,0,10,1
21,4,7,4,13,3,4,1,0,0,40,1
52,4,12,0,10,4,4,1,0,0,55,1
32,7,9,2,11,0,4,1,0,0,60,0
73,4,6,2,4,0,4,1,29,0,60,1
41,4,11,4,3,3,2,1,0,0,40,1
71,4,11,2,8,0,4,1,0,0,10,1
28,4,11,2,12,0,4,1,0,0,45,1
52,4,0,2,9,0,4,1,0,0,10,0
45,4,11,2,6,0,4,1,31,0,30,0
33,4,9,2,1,0,4,1,0,0,40,1
19,4,6,4,4,3,4,1,0,0,40,1
30,4,11,0,14,1,1,1,0,0,40,1
57,4,15,5,12,1,4,0,0,0,40,1
52,0,8,2,0,0,4,1,0,0,40,0
61,4,9,0,13,1,4,1,0,0,40,1
26,0,8,4,0,2,4,0,0,0,30,1
24,4,15,4,12,3,4,0,0,0,35,1
38,4,11,2,13,0,4,1,0,0,15,1
48,6,11,2,5,0,4,1,0,0,50,1
53,4,9,6,12,4,4,0,0,0,60,1
31,4,11,2,10,0,4,1,0,0,35,1
28,1,9,0,4,1,4,1,0,85,40,1
33,4,15,2,1,0,4,1,0,0,40,1
25,4,6,4,5,3,4,1,0,0,15,1
25,4,7,2,3,0,4,1,21,0,40,1
21,2,8,4,10,1,4,1,0,0,35,1
54,4,11,0,8,1,4,1,0,0,40,1
47,4,5,2,3,0,4,1,0,0,60,0
45,4,9,2,12,0,4,1,0,0,50,1
32,1,15,4,4,3,2,0,0,0,40,1
53,4,5,2,3,0,4,1,71,0,40,0
29,4,0,4,3,1,4,1,0,0,60,1
42,6,11,2,4,0,3,1,0,0,48,1
42,4,15,2,12,0,4,1,0,0,45,1
22,4,14,2,10,0,4,1,0,0,40,1
44,4,6,4,10,1,4,1,0,0,40,1
36,4,15,6,4,4,4,0,0,0,50,1
44,4,0,2,8,0,4,1,0,0,40,1
54,4,9,6,10,4,2,1,0,0,26,1
22,4,11,4,7,3,4,0,0,0,50,1
41,4,15,2,12,0,4,1,0,0,40,1
21,4,15,4,7,1,4,0,0,0,40,1
27,6,11,0,3,4,4,0,0,0,50,1
17,2,7,4,11,1,4,0,0,0,15,1
66,4,14,2,10,0,4,1,61,0,40,0
30,4,11,4,3,3,4,0,0,81,56,1
59,6,9,2,4,0,4,1,0,0,70,0
60,4,15,2,7,5,4,0,0,0,30,0
30,4,11,4,14,3,4,1,0,19,18,1
39,4,11,0,8,1,4,0,0,0,45,1
47,4,12,2,10,0,4,1,0,0,40,1
40,6,11,4,8,3,0,0,0,0,40,1
18,4,9,4,3,1,4,1,0,0,25,1
25,4,11,4,3,1,2,0,0,0,40,1
18,4,11,4,7,2,4,1,0,0,40,1
20,4,15,4,1,1,4,1,0,0,40,0
62,4,11,0,1,1,2,1,0,0,40,1
52,4,15,4,12,3,4,1,0,0,60,1
18,7,12,4,10,1,4,1,0,6,20,1
28,4,9,2,10,0,4,1,0,0,45,0
20,4,2,4,6,1,1,0,0,0,24,1
19,4,10,4,12,1,4,1,0,0,30,1
38,4,9,2,4,0,1,1,0,0,40,0
24,4,8,5,14,1,4,1,0,0,50,1
46,4,12,2,4,0,4,1,0,0,40,1
65,4,4,6,7,1,4,0,0,0,40,1
49,4,11,4,3,1,4,0,0,0,40,1
35,4,8,2,12,0,4,1,0,0,40,1
64,2,9,6,4,1,4,1,0,0,45,1
51,4,6,2,7,0,4,1,99,0,55,0
56,2,15,2,3,0,4,1,0,0,40,0
43,4,8,2,4,0,4,1,0,39,40,1
19,4,11,4,3,1,4,1,0,0,55,1
45,0,15,4,0,1,4,0,0,0,3,1
47,4,11,2,6,0,2,1,0,0,40,0
27,4,11,4,6,1,4,0,0,0,40,1
43,6,15,6,5,4,4,0,0,0,40,1
21,4,9,0,12,1,4,0,0,0,40,1
44,0,15,2,0,0,4,1,0,0,40,0
31,4,15,4,1,1,4,1,0,0,10,1
34,0,9,2,0,0,4,1,0,0,4,0
26,4,15,2,4,0,4,1,0,0,35,1
45,4,15,6,7,4,4,0,0,0,40,1
43,4,11,2,12,0,4,1,0,0,40,1
37,4,11,5,9,1,4,0,0,0,40,1
57,2,15,2,11,0,4,1,28,0,40,0
41,2,11,5,8,1,1,1,0,0,40,1
66,4,15,2,1,0,4,1,0,0,20,1
46,0,1,5,0,4,2,0,0,0,25,1
41,7,9,2,1,0,1,1,37,0,40,1
27,2,15,2,4,0,4,1,0,0,40,1
28,4,15,2,12,0,4,1,0,0,50,0
43,4,11,2,3,0,4,1,0,0,40,0
35,4,11,2,1,0,4,1,0,0,80,1
34,4,15,4,12,1,1,1,0,0,79,1
28,7,11,4,14,3,4,1,0,0,45,1
41,4,11,2,14,0,4,1,0,0,44,0
42,4,11,4,7,1,4,1,0,49,65,1
30,4,15,2,7,0,4,1,0,0,40,1
21,7,11,4,10,3,4,0,0,0,45,1
37,4,11,2,3,0,4,1,0,0,45,1
33,4,5,2,3,0,4,1,0,0,40,1
38,4,11,0,10,4,4,0,0,0,40,1
58,0,15,0,0,1,4,0,0,0,40,1
54,4,12,0,4,1,2,0,0,0,40,1
46,4,15,3,7,1,4,1,0,0,40,1
40,4,8,4,3,1,4,1,21,0,50,1
48,4,2,2,3,0,4,1,0,0,40,0
47,4,11,5,6,1,4,0,0,0,40,1
30,5,9,4,4,1,4,1,11,0,55,1
33,4,4,0,8,2,4,0,0,0,10,0
22,4,11,4,12,1,4,0,0,0,40,1
50,6,11,2,3,0,4,1,0,0,40,0
41,2,9,2,14,0,3,1,0,0,40,0
33,4,0,4,7,1,2,1,0,0,40,1
41,4,12,2,4,5,4,0,0,0,50,0
21,4,9,4,3,1,4,1,0,0,40,1
53,4,11,2,3,0,4,1,65,0,40,1
24,4,11,4,14,1,4,0,0,0,40,1
38,4,15,2,7,0,4,1,0,0,40,0
53,6,11,4,5,3,4,1,0,0,20,1
62,6,15,3,3,1,2,1,0,0,40,1
18,4,1,4,8,3,4,1,0,0,40,1
37,4,11,0,1,1,4,0,95,0,40,0
50,4,11,2,3,0,4,1,0,0,40,1
18,4,1,4,3,3,4,1,0,0,50,1
42,1,8,2,1,0,4,1,0,0,38,1
61,4,9,2,11,0,2,1,33,0,75,1
24,4,11,4,7,3,4,0,0,0,40,1
30,2,9,4,10,3,4,1,0,0,58,1
27,4,12,2,12,0,4,1,0,0,12,1
24,4,15,4,6,1,4,0,0,0,40,1
26,2,15,2,8,0,4,1,0,0,40,0
32,4,9,2,10,0,4,1,0,0,40,1
52,4,11,2,14,0,4,1,0,0,40,0
55,6,15,2,8,0,2,1,0,0,35,0
38,4,10,2,10,0,2,1,0,0,20,0
56,0,15,2,0,0,4,1,0,0,40,1
59,4,15,2,4,0,4,1,0,0,45,0
63,4,14,2,13,0,4,1,0,0,40,1
34,4,4,2,12,5,4,0,0,0,40,1
27,4,15,4,6,3,4,1,0,0,25,1
44,4,8,2,8,0,4,1,0,0,65,1
35,4,15,2,1,0,4,1,0,0,40,0
35,4,11,2,4,0,4,1,0,0,48,1
38,2,11,0,10,4,2,0,0,0,40,1
33,4,11,0,12,1,4,0,0,0,40,1
41,4,9,2,3,0,4,1,0,0,40,0
55,4,10,6,10,1,2,0,0,0,40,1
23,4,8,2,3,0,0,1,0,0,20,1
46,4,8,2,13,0,4,1,0,0,12,1
42,4,11,0,3,1,4,1,0,0,40,1
31,4,11,2,4,0,4,1,0,0,40,1
17,4,9,4,10,3,4,1,0,0,55,1
55,4,8,2,1,0,4,1,0,0,40,1
24,4,15,4,4,1,4,1,0,0,40,1
44,4,12,2,4,5,4,0,0,0,45,0
30,4,11,4,7,2,4,1,0,0,40,1
27,4,9,4,12,4,4,0,0,0,38,1
41,4,1,2,4,0,4,1,0,0,40,1
38,4,9,4,12,4,4,1,0,0,16,1
51,4,12,2,4,5,4,0,0,28,36,1
36,6,11,4,3,3,4,0,0,0,38,1
24,0,11,0,0,1,4,0,0,0,20,1
28,4,15,4,1,3,4,0,0,0,40,1
21,4,15,4,7,3,3,0,0,0,38,1
24,4,12,4,12,3,4,1,0,0,50,1
29,4,4,2,8,0,4,1,0,0,20,1
34,6,9,2,13,0,4,1,0,0,50,1
32,4,9,2,8,0,4,1,0,0,40,1
71,4,15,2,10,0,4,1,0,0,42,1
61,4,11,2,7,0,4,1,0,0,40,0
39,4,8,0,10,1,4,0,54,0,40,1
19,4,11,3,3,1,4,1,0,0,30,0
31,4,15,2,4,0,4,1,0,0,50,0
57,4,9,2,12,0,4,1,0,0,50,1
45,4,11,2,1,0,4,1,0,0,40,1
31,4,12,2,4,0,4,1,0,0,40,1
47,4,11,2,3,0,3,1,0,0,40,1
20,4,11,4,3,4,4,1,0,0,80,1
18,4,4,4,7,1,2,0,0,0,20,1
59,4,12,2,10,0,4,1,0,0,40,1
42,4,9,0,13,4,4,0,0,0,55,1
33,4,11,5,12,4,4,1,0,0,20,0
62,4,11,2,5,5,4,0,9,0,50,0
39,6,11,2,3,0,4,1,0,0,22,0
39,4,5,4,3,1,4,1,0,0,35,1
44,5,9,2,10,0,4,1,0,0,43,0
62,4,1,0,14,1,4,1,0,0,60,1
51,1,9,2,4,0,4,1,0,0,70,1
42,4,5,2,8,5,4,0,0,0,40,0
33,6,15,5,5,4,4,0,0,0,50,1
57,2,9,4,4,3,4,0,0,0,50,1
39,6,9,0,4,1,4,0,0,0,50,1
18,2,8,4,11,1,2,1,0,0,25,1
21,0,0,4,0,4,4,0,0,0,35,1
31,4,15,2,1,0,4,1,0,0,40,1
36,4,15,0,1,3,4,1,0,0,40,1
35,4,9,2,12,0,4,1,0,0,45,1
26,6,11,3,3,1,4,1,0,0,40,1
36,5,1,2,14,0,4,1,0,0,40,1
41,4,9,2,4,0,4,1,0,0,38,0
51,4,6,2,7,0,2,1,0,0,40,0
26,4,2,2,10,0,1,1,0,0,50,1
58,4,10,2,10,0,4,1,1,0,40,1
26,4,11,0,14,4,4,0,0,0,20,1
32,5,11,4,1,3,4,1,0,0,40,1
37,4,8,0,13,1,4,0,0,0,50,1
