age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,target
2,4,6,2,0,3,4,1,0,38,40,1
9,5,13,2,13,0,0,0,0,0,47,1
73,4,11,0,3,3,4,1,0,0,92,1
80,4,11,2,12,0,4,1,0,0,14,0
11,4,15,2,0,0,4,1,0,0,40,1
45,4,14,2,2,0,4,0,0,0,80,0
0,4,8,4,3,2,4,1,0,0,70,0
20,4,15,4,1,1,4,1,0,38,40,1
44,8,1,2,5,0,4,1,0,0,29,0
1,4,11,4,14,1,4,1,0,0,30,1
14,4,11,4,9,0,4,1,0,0,40,1
82,4,11,2,14,0,4,0,0,0,87,1
70,4,11,2,2,0,4,0,0,0,40,0
10,5,6,0,13,2,4,1,0,0,16,0
3,4,15,4,5,3,4,0,0,0,40,1
12,7,11,4,4,5,4,1,0,0,5,1
10,4,11,4,8,1,4,1,0,0,80,1
1,0,2,2,6,0,4,0,0,0,30,1
68,4,3,4,3,0,4,0,0,0,1,1
5,5,13,4,14,1,4,1,0,0,67,1
1,4,11,1,6,2,1,0,1,0,62,1
63,4,5,4,4,0,4,1,0,0,73,1
80,4,11,2,5,0,1,1,0,0,61,1
95,4,13,4,0,1,4,0,0,0,93,0
94,4,15,4,14,0,4,0,0,0,40,1
62,4,2,2,3,1,4,1,0,0,91,1
93,4,15,2,11,3,4,0,0,0,32,1
8,4,8,2,3,0,4,1,0,0,36,1
84,4,15,2,14,5,4,1,0,0,31,1
41,4,11,2,1,3,4,1,0,0,51,1
1,4,10,2,11,0,3,0,0,0,13,1
63,4,15,3,2,1,4,0,0,0,93,1
80,4,15,2,14,0,4,0,0,0,40,1
74,4,15,2,4,3,4,1,38,0,40,0
9,4,0,1,11,0,4,1,0,0,80,1
81,3,7,2,8,5,4,1,0,0,40,0
9,4,15,2,6,0,4,0,0,0,40,1
95,4,15,2,9,0,4,1,0,0,40,1
61,4,13,4,7,5,4,1,0,0,15,1
2,4,11,6,1,5,4,0,0,0,65,1
9,4,6,2,11,0,4,1,0,0,40,1
69,4,11,4,1,1,0,1,0,0,40,1
51,4,12,4,3,1,4,0,0,0,24,1
2,4,9,2,0,5,2,1,0,0,40,1
75,4,11,2,0,1,4,0,0,0,15,0
15,3,15,4,14,0,4,1,0,38,40,0
0,4,7,4,2,0,0,1,0,0,27,1
13,4,11,2,12,0,4,1,0,0,91,1
52,7,2,4,2,5,0,0,0,0,40,1
41,4,11,6,10,0,3,1,0,0,40,0
7,4,2,0,2,0,4,1,0,0,40,1
63,4,4,4,8,0,4,0,0,0,40,1
48,8,8,4,7,3,4,0,0,0,40,0
51,4,15,4,0,0,4,1,0,0,40,0
10,1,13,4,2,0,3,1,0,0,40,1
17,4,15,2,2,3,4,1,0,0,40,0
97,1,11,2,7,3,2,0,0,0,40,1
28,4,10,4,3,1,4,0,0,0,12,1
34,4,11,2,10,3,4,1,0,0,40,1
40,4,13,2,1,1,4,0,0,0,52,0
65,4,10,2,14,3,4,0,0,0,69,0
90,8,11,4,1,4,4,1,0,0,82,1
6,0,10,4,12,3,4,0,0,0,40,0
54,4,15,4,8,0,0,1,0,0,40,1
25,4,11,4,2,5,4,1,0,0,63,1
41,4,11,1,3,0,4,1,0,0,40,0
46,4,11,4,5,1,4,1,0,0,40,1
31,4,11,5,1,0,4,1,0,0,40,1
53,4,13,3,5,1,4,1,0,0,53,1
11,4,11,4,12,0,4,1,0,0,40,1
86,4,2,2,3,1,4,1,0,0,6,1
31,4,15,2,4,4,4,0,0,0,98,1
29,4,15,4,5,0,4,1,0,0,96,1
46,4,11,2,11,5,4,1,0,0,40,1
66,4,15,4,13,3,4,1,0,0,40,1
25,3,11,4,1,0,4,0,0,0,40,1
93,4,11,2,3,0,4,0,0,0,13,0
8,4,11,2,12,0,4,1,0,0,40,1
9,4,15,2,14,3,4,1,0,0,95,1
96,1,0,2,9,1,4,0,0,0,40,0
55,4,15,2,14,1,4,1,0,0,11,0
46,4,11,2,11,0,4,1,0,0,40,0
35,4,15,5,14,3,4,1,0,24,40,1
16,4,11,2,7,4,4,1,0,0,69,1
45,4,7,4,10,3,4,1,0,0,40,1
2,4,6,4,0,0,4,0,0,0,40,1
54,2,15,2,5,4,4,1,0,0,87,0
9,4,15,2,14,0,4,1,0,0,36,1
12,4,15,4,2,3,1,0,0,0,97,1
63,4,5,1,4,1,4,1,24,0,40,0
76,4,11,4,4,5,4,0,0,0,3,1
87,4,15,4,2,3,4,1,0,0,40,1
14,3,15,5,6,0,4,1,0,0,63,1
9,5,6,4,3,0,4,1,0,0,40,1
86,4,3,4,4,2,4,0,0,0,46,1
21,4,15,2,3,5,4,1,0,0,40,1
31,4,11,2,7,1,4,1,0,0,40,1
3,4,15,0,6,0,0,1,0,0,73,0
6,4,11,4,9,0,4,0,0,0,10,1
12,4,15,2,12,4,4,1,0,0,40,0
5,8,13,2,0,0,4,1,0,0,40,0
84,4,0,4,5,1,4,0,0,0,97,1
73,3,5,2,14,0,4,0,0,0,78,1
9,3,11,4,14,0,4,1,0,0,6,1
31,4,11,2,14,1,4,0,0,0,40,1
4,4,13,0,3,2,4,1,0,0,40,1
22,4,0,2,14,1,4,1,0,0,40,1
44,4,2,4,12,1,4,0,0,0,90,1
26,4,11,6,10,0,4,1,0,0,40,0
40,4,11,4,5,0,4,0,0,0,40,0
5,4,15,4,12,0,4,0,0,0,40,1
13,4,15,4,11,3,4,1,0,0,93,1
78,4,14,2,5,2,2,1,0,0,4,1
7,3,7,4,14,4,4,0,0,0,40,1
79,1,15,2,14,1,4,1,0,38,40,1
92,4,13,2,14,0,4,1,0,38,40,1
90,5,11,0,14,0,4,0,0,0,11,0
63,4,10,2,14,4,4,1,0,0,0,1
71,4,7,2,14,3,4,1,0,0,24,1
55,3,14,4,14,0,4,0,0,38,40,0
97,4,11,2,11,1,4,0,0,0,40,1
69,4,15,2,7,3,4,1,0,0,40,1
27,4,13,2,4,1,4,1,68,0,51,1
2,4,2,4,14,0,4,1,0,0,44,1
91,5,5,4,1,1,4,1,0,0,40,1
54,3,4,4,3,0,4,1,0,0,40,1
27,4,5,4,5,3,4,1,0,0,40,1
89,4,11,2,0,0,1,1,0,0,40,1
50,4,15,4,11,0,4,0,0,0,30,1
24,1,9,4,9,1,4,1,0,0,26,1
57,4,15,2,1,3,4,1,0,0,92,1
49,4,0,4,8,4,4,1,0,0,32,1
41,4,1,2,0,3,4,1,0,0,40,1
37,4,13,2,10,3,4,1,0,0,19,1
97,4,11,4,14,0,4,1,0,0,40,1
65,7,2,6,6,0,4,0,0,0,40,1
18,4,15,6,13,0,4,1,0,0,60,1
11,4,13,2,0,3,4,1,0,0,40,1
17,4,15,3,14,5,4,1,0,0,84,0
41,8,3,5,14,4,4,0,0,0,40,1
47,4,15,0,8,0,1,0,0,0,40,0
80,4,12,2,5,1,0,1,0,0,40,0
47,2,15,2,0,1,4,1,0,0,40,0
51,1,2,2,1,5,4,1,0,0,40,0
44,4,8,4,10,1,4,1,0,0,34,0
16,4,6,4,11,3,4,1,0,0,94,1
29,4,11,2,13,0,4,1,0,0,40,1
79,1,13,4,9,3,4,0,0,0,40,1
54,4,15,4,8,1,4,1,0,0,66,1
4,4,11,1,14,1,4,1,0,0,84,1
43,4,11,2,13,5,4,1,0,0,73,1
4,4,15,4,0,3,4,1,0,0,70,1
49,3,15,2,9,3,1,1,0,0,19,1
25,7,11,2,10,0,4,1,0,0,44,1
68,4,14,2,1,0,4,0,0,0,48,1
39,4,11,2,10,3,4,1,0,0,40,0
59,4,2,4,9,3,4,0,0,0,98,1
65,4,2,2,8,0,4,1,0,0,6,1
54,4,6,4,8,0,0,1,0,0,40,1
25,4,11,2,3,3,1,1,72,0,1,0
25,4,8,4,3,0,4,1,0,0,40,0
38,4,15,4,5,5,4,1,0,0,40,0
27,6,11,4,12,3,4,1,0,0,67,1
32,2,7,1,10,5,4,0,0,0,53,1
42,7,11,2,11,0,4,1,0,0,17,0
65,4,15,2,12,0,4,1,0,0,37,1
9,4,14,5,12,0,4,1,0,0,40,1
0,4,14,4,0,5,4,1,0,0,39,1
5,8,15,2,4,3,4,1,0,0,40,1
21,2,11,4,7,3,4,1,0,0,40,0
43,4,15,0,1,3,4,0,0,0,47,0
78,4,15,4,14,5,4,1,55,38,59,1
3,4,15,4,5,5,4,1,0,0,23,1
54,4,11,0,2,0,4,0,0,0,40,1
2,3,8,2,9,1,4,1,0,0,40,1
4,4,0,5,14,1,4,0,0,0,94,0
93,2,11,4,2,0,4,1,0,0,34,0
71,4,11,2,3,0,4,1,0,0,31,1
63,3,10,2,3,0,4,0,0,0,40,1
21,4,11,2,11,3,4,1,0,0,34,1
39,7,12,2,8,0,4,1,0,0,23,1
95,3,2,4,3,1,4,1,0,0,40,1
25,2,2,2,1,1,4,0,0,0,40,1
24,1,15,4,5,3,4,1,55,0,40,1
17,4,14,4,9,0,4,1,0,0,40,1
69,4,11,4,14,0,4,1,0,38,40,1
77,4,11,4,9,1,0,1,72,0,37,1
83,4,11,6,14,4,2,1,0,0,40,1
82,0,12,0,11,2,4,0,0,0,40,0
36,4,13,2,2,0,4,1,0,0,33,0
19,1,0,0,8,0,4,0,0,0,95,0
34,4,12,4,3,3,3,0,0,0,40,1
8,7,15,2,9,3,4,1,0,0,87,1
50,4,13,2,3,0,4,1,0,0,40,1
4,4,5,2,12,0,4,1,0,0,40,1
69,4,5,2,12,1,4,1,0,0,40,1
56,4,2,2,14,0,4,1,0,0,23,0
40,0,14,4,12,2,4,1,0,0,92,1
89,1,11,0,6,1,4,1,0,0,40,1
78,4,15,2,13,3,4,1,0,0,53,1
43,4,10,2,12,0,4,1,0,0,40,1
82,3,15,4,1,1,4,1,0,0,40,1
39,1,11,2,3,1,4,1,0,0,21,1
18,4,15,3,10,1,4,1,0,0,40,1
43,4,15,0,7,3,4,0,0,0,40,1
92,8,11,2,1,3,4,1,0,0,99,1
97,4,11,2,11,0,4,0,0,0,40,1
47,4,12,2,4,4,4,1,0,0,65,1
84,0,11,2,0,0,4,1,72,0,40,0
39,7,15,4,8,5,4,0,0,0,40,1
38,4,6,4,3,3,4,1,0,0,40,1
29,5,12,2,7,0,4,1,0,0,83,1
97,4,8,4,7,0,4,1,0,0,71,1
4,4,15,4,8,5,4,1,0,0,40,1
0,4,5,0,14,0,4,1,0,0,40,0
51,8,7,2,14,0,4,0,0,0,79,1
70,4,0,2,14,1,4,0,0,0,7,1
65,5,10,4,0,0,4,0,0,0,40,1
81,4,11,4,11,1,4,1,0,0,23,0
63,4,15,2,12,3,4,1,0,0,8,1
12,4,4,2,4,0,4,0,0,0,34,1
4,4,15,4,13,0,4,1,0,0,34,0
61,2,0,2,14,5,4,1,0,0,40,1
88,4,5,2,3,0,4,1,0,0,76,1
55,4,13,2,12,0,4,1,0,38,40,1
73,4,15,1,10,0,4,1,0,0,66,1
87,4,6,4,14,1,4,0,0,0,85,1
22,4,0,4,1,3,4,0,0,0,77,1
25,4,7,4,7,4,4,0,0,0,10,1
38,4,15,4,10,1,4,1,44,0,40,0
10,4,15,2,2,0,4,1,0,0,40,1
3,4,11,4,4,1,4,1,0,0,89,1
2,7,6,2,8,0,4,0,0,38,40,0
3,4,6,4,9,1,2,1,0,0,40,1
11,1,15,2,3,1,4,1,0,0,40,1
34,4,15,4,10,1,4,0,0,0,55,1
26,4,14,4,12,2,4,1,72,0,99,0
61,4,4,1,4,1,4,1,0,0,95,1
53,1,15,2,2,0,4,0,0,0,40,1
37,4,15,4,11,1,4,1,0,0,1,1
83,8,11,2,14,3,4,1,0,0,40,0
28,8,0,2,0,0,4,0,0,0,40,1
90,4,8,1,14,2,4,1,72,0,40,0
1,4,15,2,1,1,4,1,93,0,28,1
50,7,13,4,14,2,4,1,0,0,40,1
59,4,11,2,1,3,2,1,0,0,40,0
60,7,13,4,11,0,4,1,0,0,40,1
10,4,14,1,11,0,4,1,0,0,40,1
48,3,15,4,14,0,4,1,0,0,40,1
31,7,11,4,5,0,4,0,0,0,40,0
27,4,10,4,8,1,4,0,0,0,40,1
17,6,11,4,9,0,4,1,0,38,40,1
64,4,15,2,3,3,3,0,0,0,88,1
60,4,2,2,13,5,4,0,0,0,57,1
79,0,14,2,8,0,4,1,0,0,66,0
32,4,10,4,9,1,4,1,72,0,36,0
53,4,11,2,6,3,4,1,0,0,40,1
94,4,3,2,10,0,4,1,0,0,43,0
69,4,14,4,4,1,4,1,6,0,25,0
42,5,15,3,3,4,1,0,0,0,19,1
54,5,15,4,0,0,4,1,0,0,10,1
11,4,15,2,14,3,4,0,92,0,53,1
79,4,9,4,9,1,4,1,0,0,71,0
57,4,3,2,8,1,4,1,0,0,40,1
27,4,1,4,7,0,4,1,0,0,40,0
48,4,8,2,1,1,4,1,0,0,40,1
34,4,6,4,14,1,4,1,0,0,34,1
92,7,15,2,6,1,4,0,0,0,49,1
23,7,0,4,3,1,4,1,0,0,40,1
74,4,11,4,8,1,4,0,0,0,13,1
14,4,0,4,6,1,1,1,0,0,40,0
51,4,11,2,13,0,4,1,0,0,40,1
88,5,13,2,1,4,4,0,0,0,40,1
6,2,14,4,6,2,4,0,0,0,40,1
44,4,8,2,11,0,4,0,0,0,6,1
9,4,11,4,12,3,4,1,0,0,6,1
91,6,11,2,10,1,4,1,0,0,96,1
24,4,15,4,2,2,4,1,0,0,40,1
65,4,11,4,13,4,1,1,0,0,40,1
3,3,11,6,14,1,4,1,90,0,52,1
24,4,15,2,14,3,4,0,0,38,40,1
94,5,2,2,2,0,4,1,0,38,40,1
68,4,11,2,5,3,0,1,0,0,40,1
91,8,15,6,3,1,4,1,0,0,68,1
49,4,3,2,4,1,3,0,0,0,40,0
92,4,4,4,12,3,4,0,0,0,13,1
56,2,0,2,12,3,4,1,0,0,40,1
80,7,15,2,0,4,4,1,0,0,38,0
33,5,15,2,0,1,4,1,0,0,40,1
61,4,15,4,13,5,4,0,0,0,40,1
40,5,0,2,0,1,4,1,0,0,38,1
66,4,15,2,0,3,0,1,0,0,69,1
51,4,15,2,2,1,4,1,0,0,5,1
0,4,5,2,4,4,4,1,0,0,40,1
33,4,11,2,9,4,4,1,0,0,40,0
29,3,11,1,13,0,4,1,0,0,40,1
67,4,12,2,0,2,4,1,0,0,91,1
61,4,3,2,2,0,1,1,0,0,40,1
13,4,15,2,10,1,4,0,0,0,40,0
81,4,12,4,7,3,4,1,0,0,84,1
25,0,11,4,2,2,4,1,0,0,40,1
41,4,11,4,10,3,4,1,0,0,75,1
86,4,15,2,3,0,4,1,0,0,40,1
1,4,15,6,2,3,4,0,0,0,40,0
52,1,0,2,5,1,4,1,0,0,40,0
62,6,9,4,13,0,4,1,0,0,11,1
40,4,3,2,12,0,1,0,0,0,98,1
30,4,15,2,14,1,4,1,0,0,40,1
67,4,11,2,4,0,4,0,0,0,49,1
69,0,15,3,14,3,4,1,0,0,40,1
87,4,13,2,10,3,4,1,0,0,40,1
7,4,15,4,3,3,4,0,0,0,40,1
74,6,14,4,13,1,4,1,0,0,91,1
37,4,10,1,6,5,4,1,0,0,80,1
68,5,8,4,5,1,4,0,0,0,81,1
23,4,15,2,11,0,0,0,0,0,40,1
18,5,15,2,1,0,4,1,0,0,40,1
70,4,5,2,3,1,4,1,0,0,40,1
35,0,15,4,2,1,4,0,40,0,40,0
20,4,11,5,4,0,4,0,0,0,29,1
79,1,11,2,3,3,4,0,0,0,4,0
35,0,9,2,10,3,4,1,0,0,90,0
47,4,9,4,8,1,4,1,0,0,35,1
95,4,11,2,11,0,4,1,0,0,51,1
5,4,11,2,14,3,4,1,0,0,40,1
70,4,12,4,13,1,4,1,0,0,40,0
44,2,14,3,14,1,4,1,0,38,40,0
96,1,11,4,0,0,4,0,0,0,66,0
9,8,15,2,4,0,0,1,0,0,30,1
64,4,6,2,0,0,4,1,0,0,40,1
31,4,11,2,14,0,4,1,0,0,40,0
83,7,11,4,8,0,4,1,0,0,43,1
22,6,4,4,5,1,4,1,0,0,40,0
83,4,15,2,9,1,4,1,0,0,32,0
18,4,11,4,5,3,4,1,0,0,64,1
35,4,11,2,5,0,4,1,0,0,40,0
67,4,11,4,7,1,4,1,0,0,64,1
94,5,7,2,13,1,4,1,0,0,40,1
78,4,13,0,14,0,4,1,0,0,40,1
61,4,4,2,0,5,4,0,0,0,32,1
3,4,12,2,3,1,4,1,0,0,84,1
90,4,11,2,8,3,4,1,0,0,40,0
22,7,13,4,0,0,4,1,0,0,40,0
81,4,11,2,12,1,4,1,0,0,40,1
47,7,11,0,13,0,4,0,0,0,35,1
92,4,15,4,2,3,4,1,0,0,62,0
85,4,6,4,2,5,4,0,0,0,40,0
29,8,15,2,12,3,4,0,0,0,40,1
41,4,12,4,1,0,4,0,0,0,54,0
94,0,13,4,4,3,4,1,0,0,63,0
36,4,7,4,8,5,4,1,0,0,69,1
63,6,4,2,8,5,4,1,0,0,40,1
46,3,3,3,8,5,4,0,0,0,40,1
21,3,15,4,10,3,4,1,0,0,40,1
49,4,0,5,5,0,2,0,0,0,91,1
40,8,10,5,8,1,4,0,27,0,88,0
58,6,15,6,8,0,4,0,0,0,38,0
79,6,11,4,6,1,4,1,0,0,92,1
82,6,6,4,11,4,4,1,0,0,40,1
61,5,4,2,0,0,4,1,0,0,40,0
97,4,15,2,8,1,4,0,0,0,40,0
41,4,11,4,8,0,4,1,0,0,40,1
93,4,11,4,0,0,3,0,72,0,40,0
34,4,11,4,6,3,4,0,0,0,14,0
59,4,11,4,11,0,4,1,0,0,40,1
24,4,1,2,8,1,4,1,0,0,40,0
15,4,12,5,8,1,4,1,0,0,80,1
20,2,15,2,13,0,4,1,7,0,40,1
95,6,14,1,7,0,4,1,39,0,30,0
20,4,0,2,4,1,4,1,0,0,40,1
83,4,15,5,8,1,3,1,0,0,40,0
53,4,13,4,14,0,4,0,0,0,40,1
63,2,11,5,10,1,4,1,0,0,55,1
85,4,11,4,13,3,4,1,0,0,39,1
6,4,2,2,7,3,4,0,0,0,20,1
86,4,11,2,13,0,4,0,0,0,40,1
73,4,11,0,10,0,2,1,0,0,25,1
8,4,2,4,6,0,4,1,0,0,40,1
94,6,11,4,4,0,4,1,72,0,33,0
10,5,9,1,13,1,4,0,0,0,18,1
99,4,15,2,13,2,4,1,0,0,40,1
38,4,6,2,12,4,4,0,0,0,45,1
61,3,7,4,12,4,4,1,0,0,23,0
86,4,4,4,9,0,2,1,0,0,43,1
3,0,15,2,4,1,4,1,0,0,91,1
8,4,1,4,12,1,4,1,0,0,40,0
39,4,15,4,5,5,4,1,0,0,40,1
97,4,14,2,0,0,2,1,0,0,32,1
85,4,15,2,3,2,4,1,0,0,18,1
39,6,11,2,0,1,1,1,0,0,90,0
87,2,15,4,1,0,4,1,0,0,34,1
53,1,3,2,3,0,4,1,0,0,89,1
25,4,14,4,8,1,4,1,0,0,40,1
96,4,6,2,12,1,4,1,0,0,98,0
44,5,11,2,12,0,4,1,0,0,34,1
25,2,1,0,3,1,2,1,0,0,62,0
18,4,15,4,5,0,4,0,0,0,84,1
52,4,11,4,0,1,4,1,0,0,29,1
92,3,11,4,9,5,4,0,0,0,40,0
50,3,0,5,2,1,4,0,0,43,40,0
19,3,11,2,2,3,4,0,0,0,28,1
36,6,11,2,9,1,4,0,0,0,78,1
81,4,11,4,13,0,4,1,0,0,42,1
97,4,3,4,13,1,4,1,0,0,79,1
60,7,11,4,13,1,4,1,0,0,16,1
75,8,1,4,10,0,3,0,0,38,40,1
54,0,7,2,2,3,4,0,0,0,8,1
56,4,11,2,9,2,4,1,0,0,81,1
6,3,14,2,1,0,4,1,0,0,23,0
19,4,15,2,13,2,4,1,0,0,40,1
79,4,15,4,13,2,3,1,0,0,46,1
49,4,15,2,4,0,4,1,0,0,47,0
68,4,15,4,11,0,4,1,0,0,40,1
3,4,0,4,3,0,4,1,0,0,43,1
15,4,11,2,4,0,4,1,0,0,1,1
32,7,15,3,13,1,4,1,0,0,40,1
9,1,11,4,11,4,4,0,0,0,57,1
60,8,11,1,14,0,1,1,0,0,40,1
6,4,15,2,12,3,4,0,0,0,80,1
15,2,15,2,11,4,4,0,0,0,63,1
76,4,11,2,8,3,4,1,0,0,34,1
52,4,11,2,0,1,4,1,0,0,50,1
8,4,10,4,6,3,4,0,0,0,40,1
98,4,15,2,2,1,4,1,0,0,40,1
20,4,11,4,5,4,4,1,0,0,14,1
88,4,15,3,6,2,4,0,0,0,40,0
17,4,11,2,2,1,4,1,0,0,62,1
65,0,15,1,4,0,4,1,0,0,40,1
69,4,15,0,11,1,4,1,0,0,40,0
51,4,15,0,1,1,4,1,0,0,40,1
83,4,15,2,12,0,2,1,0,0,40,1
71,7,15,2,3,0,4,1,0,38,40,1
94,4,3,2,12,3,4,1,0,0,40,0
19,4,11,4,4,1,4,0,0,0,12,1
20,4,7,4,7,0,4,1,0,0,48,0
98,2,15,2,8,2,4,1,0,0,40,1
20,4,11,6,1,0,4,1,0,0,21,1
21,4,11,4,9,1,4,1,0,0,2,1
50,4,15,4,9,0,0,1,0,0,40,0
32,7,10,2,5,0,4,0,0,0,48,1
60,4,11,4,3,0,4,1,0,0,40,0
87,4,11,6,5,0,4,1,0,0,31,1
83,7,15,2,0,1,4,1,0,0,35,1
62,4,6,2,8,3,4,1,72,0,17,0
76,4,11,2,0,3,4,1,0,0,53,1
82,0,15,2,3,0,4,1,0,0,40,0
96,4,8,2,6,0,4,1,0,0,24,0
53,4,11,4,6,1,1,0,72,0,40,1
96,4,2,4,12,2,4,1,29,0,93,0
87,5,8,2,10,3,4,1,0,0,40,1
86,4,6,2,5,1,4,1,0,0,27,0
96,4,1,4,11,4,4,1,0,0,40,1
26,4,15,2,14,0,4,1,0,0,40,0
38,4,5,4,14,4,4,1,0,0,77,1
59,2,13,4,4,4,4,1,0,0,44,1
66,3,15,4,5,0,3,0,0,0,83,1
42,4,15,4,2,1,4,1,0,0,41,1
63,4,10,2,0,0,4,1,0,0,92,0
37,4,15,4,2,2,4,1,0,0,40,1
62,5,12,2,4,3,4,1,61,0,40,0
32,2,4,2,5,0,2,1,0,0,95,0
80,2,2,4,11,0,4,0,0,0,60,1
48,4,10,4,2,0,4,1,0,0,40,1
70,4,11,3,6,0,4,0,0,0,3,1
19,4,4,4,10,0,4,1,0,0,70,0
63,6,11,4,8,5,4,1,0,0,40,0
2,7,15,4,9,0,4,1,0,0,40,1
55,4,15,2,8,1,4,1,0,0,40,1
9,4,15,0,14,4,4,1,0,38,40,1
72,4,11,4,3,1,4,0,0,0,40,1
61,4,15,2,12,1,4,1,0,0,74,1
80,4,15,2,12,2,4,1,0,0,40,0
26,4,15,1,13,4,4,1,0,0,33,1
90,6,13,4,5,3,1,0,72,0,38,1
23,4,2,2,4,0,4,0,0,0,40,1
28,4,14,4,14,4,4,0,0,0,6,1
8,3,11,0,8,3,4,0,0,0,7,0
71,4,15,2,10,3,4,0,0,0,40,0
25,4,4,4,9,0,4,1,55,0,40,1
31,4,11,4,10,0,4,0,0,0,40,1
18,3,1,4,14,0,4,0,0,0,40,1
23,4,4,2,6,0,4,1,0,0,40,0
55,7,15,4,13,0,4,0,0,0,40,1
48,3,9,1,12,0,4,1,0,0,27,0
97,4,15,2,9,1,4,1,0,0,1,1
89,1,14,2,6,4,4,0,0,0,40,1
18,4,4,4,7,0,4,1,0,0,40,1
6,4,1,4,13,3,0,1,0,0,54,1
7,4,11,1,12,5,4,1,0,0,40,1
52,4,11,0,10,5,4,1,0,0,57,0
65,4,15,2,3,3,4,1,0,0,40,1
5,4,15,4,13,1,4,1,0,0,40,1
84,4,15,4,9,4,3,1,0,0,40,1
83,4,15,4,12,0,4,1,0,0,40,1
56,4,0,2,9,0,4,1,0,0,43,1
69,4,10,4,3,1,4,0,0,0,20,0
3,4,11,2,5,3,4,0,0,0,40,1
3,2,11,1,9,1,4,0,0,0,40,1
7,8,15,4,3,0,3,1,0,0,30,1
76,4,15,4,9,3,4,0,0,0,59,1
86,4,15,2,10,5,4,1,0,0,33,1
98,4,15,2,10,5,4,0,41,0,40,0
70,4,15,4,0,0,4,1,0,0,84,0
